white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination
ken_e,WinniePuuh,1958,1998,0-1,Borg Defense,B00,https://lichess.org/GfRfyCwt,180+0,Normal
edwinmnager,funique95,1518,1525,0-1,Kadas Opening,A00,https://lichess.org/aH8sr8kI,600+0,Normal
Guitarman159,kootsky,1805,1861,0-1,King's Indian Attack,A07,https://lichess.org/AHX91vAD,600+0,Normal
phmv,SquareSixtyfour,1486,1500,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/i9VZD4i4,120+0,Normal
Zaxxon,saidhatem,1726,1708,1/2-1/2,Queen's Pawn Game: London System,D02,https://lichess.org/cAQxekEy,300+0,Normal
zuperman,Ali11119699,1771,1713,1-0,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/F33oi2zT,180+0,Time forfeit
THEROCK11555,DOMARBOR,1511,1780,0-1,Philidor Defense: Exchange Variation #2,C41,https://lichess.org/DbIfmS4T,300+1,Time forfeit
aursicio10,CHESRIS,1868,1688,1-0,"Sicilian Defense: Dragon Variation, Classical Variation, Battery Variation",B73,https://lichess.org/5OYjUV5c,300+4,Time forfeit
skywriter27,j_in_easy,2027,1775,1-0,Yusupov-Rubinstein System,A46,https://lichess.org/0groDRvL,60+0,Normal
SHARK70,cgnops,1766,1774,1-0,Torre Attack #2,A46,https://lichess.org/RsNX0Xya,300+0,Time forfeit
inordirection,auto90,1414,1601,1-0,Scotch Game,C45,https://lichess.org/MXWn01Zy,180+3,Time forfeit
Ayman22,TrumpH,1375,1700,0-1,Ruy Lopez: Bird Variation,C61,https://lichess.org/Wf0rOGpN,300+0,Normal
Majahfactah,VMV,1725,1777,0-1,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/Ven3DxaV,900+0,Normal
aem8ball,justaprawn,1878,1792,1-0,Philidor Defense #2,C41,https://lichess.org/fOTfIgDR,480+0,Normal
tamoroulia,guardianx9,1605,1807,1-0,"French Defense: Advance Variation, Milner-Barry Gambit",C02,https://lichess.org/fKXf7ugv,300+0,Normal
Alex1103,neuquelino,1575,1451,1-0,French Defense: Knight Variation,C00,https://lichess.org/A77ipYnD,300+0,Time forfeit
doctorpwn,budellera,1449,1387,1-0,Englund Gambit Complex: Felbecker Gambit,A40,https://lichess.org/jl2EcUc4,360+3,Normal
Enyemo,tane00,1751,1617,1-0,Italian Game,C50,https://lichess.org/u2FeNLoo,600+0,Normal
peescobar1966,Mhamed,1466,1754,0-1,Sicilian Defense: Old Sicilian,B30,https://lichess.org/vZ4dLPPV,600+0,Normal
ASELWI,marin1309,1491,1541,0-1,Torre Attack #2,A46,https://lichess.org/1jKPj34N,1200+0,Normal
darthcidius,VIP1308,1549,1592,1-0,Ruy Lopez,C60,https://lichess.org/5XApaBKb,900+0,Normal
pondoq,pavelkrnov,1093,1729,0-1,Philidor Defense #2,C41,https://lichess.org/uLH68gZd,300+8,Normal
sp24zeem,IliaZolotoy,1456,1550,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/XJaQ1TKv,480+0,Time forfeit
KpacTu,StevieG,1493,1541,1-0,King's Pawn Opening: 2.b3,C20,https://lichess.org/wq8VupDt,900+5,Normal
PawnPunter,Kundi51,1511,1500,1-0,Horwitz Defense,A40,https://lichess.org/YFfFXSgJ,900+10,Normal
Chessorov,stafusa,1884,1728,1-0,Owen Defense,B00,https://lichess.org/8ZNlSvZR,60+0,Time forfeit
derjean,RWillz21,1424,1833,0-1,Sicilian Defense: Hyperaccelerated Dragon,B27,https://lichess.org/up9NLbQ2,300+0,Time forfeit
GrumpyHippo,Ignat_07,1748,1812,0-1,King's Knight Opening,C40,https://lichess.org/Ez5udZBm,180+0,Time forfeit
econ3d8a,emiliotambe,1845,1841,1-0,French Defense: Advance Variation #4,C02,https://lichess.org/cwJ3nv4Q,300+0,Time forfeit
DersoViveiros,Carbonese,1740,1500,0-1,Philidor Defense #3,C41,https://lichess.org/TNKpGQSv,600+2,Normal
Petrovich1950,darkhorse69,1782,1764,0-1,"King's Gambit Accepted, Salvio Gambit",C37,https://lichess.org/LVECU5RK,300+8,Time forfeit
OrbiticS,eggzo,1745,1598,1-0,Indian Game: London System,A46,https://lichess.org/xODlIkxw,60+0,Time forfeit
juodaibalta,am92,1527,1446,1-0,Van't Kruijs Opening,A00,https://lichess.org/P1uYCdoO,300+5,Time forfeit
Piz92,eduamor5,1916,1928,0-1,King's Indian Attack: Symmetrical Defense,A05,https://lichess.org/FC1ClqmY,360+3,Normal
tammino,BigFatPaulie,1548,1445,1-0,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",B00,https://lichess.org/nI2qskrT,900+3,Normal
Ili200,ekarias1,1518,1607,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/s6uhJrL1,300+4,Normal
ALGREN,companal2,1608,1476,1-0,French Defense: King's Indian Attack,C00,https://lichess.org/3ycqQlF4,120+0,Normal
BorN17,chezboris,1581,1464,1-0,Scandinavian Defense: Main Line,B01,https://lichess.org/oTrx5ga1,480+0,Normal
didili,Carlos81,1500,1392,0-1,Van't Kruijs Opening,A00,https://lichess.org/nVLKzo2b,300+0,Normal
ciolkovski,cutiolivera,1706,1725,0-1,French Defense: La Bourdonnais Variation,C00,https://lichess.org/PBsO0gCh,300+0,Normal
olee,gino38,1726,1779,0-1,Sicilian Defense: Wing Gambit,B20,https://lichess.org/sdwDcHMK,180+0,Normal
John-Galt,zembelek,1716,2069,0-1,Grob Opening,A00,https://lichess.org/hK3p31nL,600+0,Normal
RMario,Sasho21,1692,1364,1/2-1/2,King's Pawn Game,C20,https://lichess.org/qY5AIPFD,1800+30,Normal
timeh,endrawes0,2079,1135,1-0,Scandinavian Defense: Main Line,B01,https://lichess.org/7i4wtsOj,300+0,Normal
Varn,mentin,1589,1784,0-1,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/YIM0d4RT,600+5,Normal
Topkekator,el-insaciable,1637,1707,1-0,"Slav Defense: Quiet Variation, Schallopp Defense",D12,https://lichess.org/cl4s8WsV,60+1,Time forfeit
WRespectable,ifekali,1832,1717,0-1,King's Gambit Declined: Falkbeer Countergambit,C31,https://lichess.org/SUa2QoNl,900+5,Normal
Roberto7,BrazilianStorm,1454,1418,0-1,French Defense: Normal Variation,C00,https://lichess.org/P0LdpDr2,60+8,Normal
SamoJamo,slavox,1526,1557,1-0,Philidor Defense,C41,https://lichess.org/4RMLj3bv,-,Normal
SidneiNegri,ilphilo,1541,1597,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/UIxaShzR,900+0,Normal
jaado2002,kerviel,1957,1880,1-0,King's Indian Defense: Four Pawns Attack,E76,https://lichess.org/AxzfnJit,360+0,Normal
Sigge,vid100,1632,1575,1/2-1/2,Scotch Game,C45,https://lichess.org/rl6twlPC,300+8,Normal
LeonardoSousa,enzo1111,2251,1728,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/VkkshXtV,180+2,Normal
Grossa,wildfig,1734,1684,1/2-1/2,"King's Gambit Accepted, Blachly Gambit",C37,https://lichess.org/LWXsY40c,900+10,Normal
MartIn05ciudadlineal,Ali-Tarabein,1721,1569,0-1,Sicilian Defense: Delayed Alapin Variation,B40,https://lichess.org/VQNleTzW,60+0,Time forfeit
EnzoPichu,Raykeng,2006,1839,1-0,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",D30,https://lichess.org/GBnKgzbZ,480+0,Normal
Long3r,tacaia,1624,1283,1-0,Alekhine Defense,B02,https://lichess.org/THcyeNes,600+0,Normal
CaptainScarlet,rsiemon,1832,1521,1-0,Queen's Gambit Refused: Chigorin Defense #3,D07,https://lichess.org/m0qP5IeE,180+0,Normal
lalou0007,BlackSilver1337,1700,1712,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/0Jz7ke0W,900+10,Normal
Lornita,satantango9966,1862,1569,1-0,Philidor Defense: Exchange Variation #2,C41,https://lichess.org/dFnEflwv,600+0,Time forfeit
lefterisGr,A177,1695,1895,0-1,Queen's Gambit Declined: Normal Defense,D35,https://lichess.org/WE3N5mmH,300+0,Time forfeit
untitpoi,Zebrita,1723,1674,1-0,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/bdObsUmz,600+8,Normal
RockColfax,OsEnxadristas,1471,1337,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/rJYf8ina,300+2,Normal
MikeL58,kabadahija,1757,1493,0-1,King's Pawn Game: Dresden Opening,C44,https://lichess.org/V6clyZ82,300+8,Time forfeit
kakawette,christopheh,2005,1946,0-1,French Defense: Marshall Variation,C10,https://lichess.org/E0TDg64J,180+0,Normal
FrereKeiser,Funkmaster,1699,1613,0-1,French Defense: Knight Variation,C00,https://lichess.org/8vPAEAZo,120+0,Normal
fulleclipse,joaospinto,1567,1565,0-1,"English Opening: King's English Variation, Two Knights Variation",A22,https://lichess.org/GZHVRXcj,300+0,Time forfeit
Lu4ik,anastasis123,1843,1443,1-0,St. George Defense,C00,https://lichess.org/TJxEWTT8,480+0,Normal
giustizy,heisenberk33,1769,1134,1-0,Van't Kruijs Opening,A00,https://lichess.org/xawaOmEJ,1500+0,Normal
Patolino,babel25,1566,1600,1-0,Vienna Game: Mengarini Variation,C26,https://lichess.org/CMVSmDpK,600+10,Normal
jandante,JeanDF,1405,1560,0-1,Russian Game: Urusov Gambit,C42,https://lichess.org/ZMbSAmBF,600+0,Normal
dario70,Prebator,1409,1511,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/bSlZHw9t,300+0,Normal
cepacdr,kozheyr,1563,1682,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/6JiLPT7J,600+5,Time forfeit
ParasiteEve0,elekk,1524,1500,0-1,Colle System,D05,https://lichess.org/OdfDs2oS,480+0,Normal
fouyann,nongiuoco,1389,1524,1-0,French Defense: Normal Variation,C00,https://lichess.org/iKYZo0fa,300+0,Normal
Stardust23,prostom,1648,1520,1-0,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/vQfWHFg7,300+0,Time forfeit
Alexshok84,smichel,1634,1706,1-0,Owen Defense,B00,https://lichess.org/82gtAzvR,540+0,Normal
cafestream,Helios1,1527,1544,1-0,Slav Defense,D10,https://lichess.org/0Im5g5U1,120+1,Normal
marcusfrex,rfasiete,1639,1646,0-1,"King's Indian Defense: Normal Variation, Rare Defenses",E90,https://lichess.org/OQ0nBqkj,300+0,Normal
eurides,velomash,1438,1502,1-0,Queen's Pawn Game: Chigorin Variation,D01,https://lichess.org/eoi6Msqi,300+0,Normal
guazuvira,e60,1740,1673,0-1,French Defense: Diemer-Duhm Gambit,C00,https://lichess.org/n4rrvHZo,60+8,Normal
carvigo,RODRIGOROJASGARCIA,1674,1769,1-0,Alekhine Defense,B02,https://lichess.org/aMzywQ5u,300+0,Normal
eliseoluque,thejas,1792,1647,0-1,Philidor Defense #2,C41,https://lichess.org/CRoSB5gF,600+8,Normal
RIM,frozen_shadow,1835,2056,1-0,Sicilian Defense: O'Kelly Variation,B28,https://lichess.org/NzGEbZRc,300+0,Time forfeit
saeednm,bigbo,1694,1529,1-0,Philidor Defense #3,C41,https://lichess.org/0xuSjRXf,900+0,Normal
rhaegar623,piggysmoking96,1564,1550,0-1,Philidor Defense #2,C41,https://lichess.org/VYKkQnHA,300+8,Normal
habo,AbdouOrabi,1966,2030,0-1,Sicilian Defense: Open,B33,https://lichess.org/67nTLKb7,300+5,Time forfeit
Anders_son,jolijumper,1604,1449,1-0,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/439f8qf5,60+10,Normal
Asterix24,djuro0611,1944,1825,0-1,Zukertort Opening: Kingside Fianchetto,A04,https://lichess.org/qxS8Mxgi,300+15,Normal
king-Ettore,dionysos199,1781,1611,0-1,Scotch Game: Classical Variation,C45,https://lichess.org/JZZqkaUv,300+0,Normal
nco,landowa,1501,1470,1-0,"Sicilian Defense: O'Kelly Variation, Normal System",B28,https://lichess.org/yTw6KIeA,900+0,Time forfeit
Apostrophe,corilus1,1322,1520,1-0,Scotch Game,C44,https://lichess.org/RJZCKyzz,420+5,Normal
mare96,MasterBR,1625,1615,1/2-1/2,Sicilian Defense,B50,https://lichess.org/NZqnrLY0,480+0,Normal
faridvakily,Abracadabraa,1729,1500,1-0,Queen's Pawn Game #3,D00,https://lichess.org/bDTJerja,300+0,Time forfeit
josefrancisco2016,Chobotron,1701,1747,1/2-1/2,Queen's Indian Accelerated,A50,https://lichess.org/R1egcCtA,180+0,Normal
VADIM1968,ajboyero,1929,1677,1-0,Bishop's Opening,C23,https://lichess.org/vDsPuWtb,300+5,Normal
incid,aerdna87,1337,1504,1-0,King's Pawn Game: King's Head Opening #2,C20,https://lichess.org/NywF0JjZ,30+0,Time forfeit
sukrubasdemir,cowpig,1548,1849,0-1,Modern Defense,B06,https://lichess.org/VqXvpp1K,60+0,Time forfeit
FredTrest,juanx7,1697,1860,1-0,Slav Defense #2,D10,https://lichess.org/srNtXtNu,60+0,Time forfeit
de3,StriderChess,2265,1481,1-0,Saragossa Opening,A00,https://lichess.org/TkaxMsYA,60+0,Normal
Duchess_Of_Prawns,civileng,1719,1742,1-0,Russian Game: Three Knights Game,C42,https://lichess.org/uWxKNnyX,660+11,Normal
MatiesTugores,FelixNL,1971,2008,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/BNTyuOP5,30+0,Normal
PuNkyPoO,trincafortes,1865,1960,0-1,"English Opening: King's English Variation, Two Knights Variation, Keres Variation",A23,https://lichess.org/8Trz4Ult,300+2,Normal
TonyG365,Dertosa,2002,1788,1-0,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/jrWHINsb,900+0,Normal
chojrak,hkn19,1985,1985,0-1,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",C00,https://lichess.org/NgFcvyll,900+0,Normal
Asinya,uglyduck,1511,1631,1-0,Sicilian Defense: Open #3,B32,https://lichess.org/cCwJMCtd,300+4,Normal
diegogoldman,RufusIII,1717,1630,1-0,Zukertort Opening: Sicilian Invitation,A04,https://lichess.org/4xxBoNAu,1200+0,Normal
Joejacques,TheMightyLeader,1408,1452,1-0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,https://lichess.org/saAJpPx2,300+3,Normal
bronkocz,albertorubio,1524,1602,0-1,Russian Game: Urusov Gambit,C42,https://lichess.org/lW6D0hIM,1200+0,Normal
Rafaguty,MrPiloT,1477,1334,1-0,Van't Kruijs Opening,A00,https://lichess.org/6TdJ7mub,600+0,Normal
borasanuk,ahmed99kamel,1439,1563,1/2-1/2,Philidor Defense,C41,https://lichess.org/yEp2bW3N,540+3,Normal
luppolo26,Aldebaran56,1828,1558,0-1,Scotch Game: Schmidt Variation,C45,https://lichess.org/YTiwkRfE,1200+5,Normal
Berthoud,daniel274,1546,1425,1-0,Ruy Lopez: Nuernberg Variation,C60,https://lichess.org/9UwWVcoN,480+2,Normal
Boyanetsky,zorand77,1403,1524,1-0,"Scandinavian Defense: Modern Variation, Gipslis Variation",B01,https://lichess.org/R0LqUCQx,300+1,Normal
KingdomOfPrussia,jc237,1415,1485,0-1,Philidor Defense #2,C41,https://lichess.org/wqGqHhEr,300+0,Normal
romasliuz,visgraat,1833,1977,1-0,"Scotch Game: Scotch Gambit, London Defense",C44,https://lichess.org/NiWpedSJ,600+0,Normal
Azice,alexbrekke,1740,1471,1-0,Van Geet Opening,A00,https://lichess.org/rkgxPf1g,60+0,Time forfeit
chessmess1,nacionalseba,1802,1504,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/m5RbKubQ,45+3,Normal
pitobeer,wildercoto,1955,1973,1-0,Borg Defense,B00,https://lichess.org/Keo57a7O,600+0,Normal
Samajh,METALDAN,2245,1601,1-0,Rat Defense: Small Center Defense,C00,https://lichess.org/HclOSGdQ,600+0,Normal
leonardautress,irishheart,1560,1581,1-0,Danish Gambit,C21,https://lichess.org/TGi8rfNq,900+15,Normal
mortymight,harrisonfold,1657,1663,1/2-1/2,Philidor Defense #3,C41,https://lichess.org/t3tQBb3S,480+0,Time forfeit
suni_11,Skip020,2243,1649,1-0,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/TLl6pHpN,300+0,Normal
DarthMohawk,Furiouszap,1509,1520,0-1,Van't Kruijs Opening,A00,https://lichess.org/jmrDbjqK,-,Normal
microb,Manuel69,1371,1857,0-1,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/d6PQ7nH0,300+5,Normal
sak64,yusef,1921,1852,1-0,Queen's Gambit Refused: Baltic Defense,D02,https://lichess.org/BDLBj1op,300+0,Time forfeit
consciente,zjarrr,1566,1646,1-0,Ruy Lopez: Cozio Defense,C60,https://lichess.org/XpcWy6h7,360+3,Normal
marconx1,garbaena,1683,1698,1-0,Russian Game: Urusov Gambit,C42,https://lichess.org/ynq8aMn2,300+0,Normal
loveol,SabirMammadovLaw,2029,1616,1-0,Zukertort Opening: Black Mustang Defense,A04,https://lichess.org/SBJSAzNC,180+0,Normal
kkchekk,listen_to_the_oldman,1343,1569,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/Wf9H0Fco,300+0,Normal
Strawson,souzachess,1430,1637,0-1,Slav Defense: Three Knights Variation,D15,https://lichess.org/gIe2aRHI,120+1,Normal
ttarquitectos,AndreValente88,1563,1702,0-1,Van't Kruijs Opening,A00,https://lichess.org/AyDL3tFi,180+0,Normal
sta20,elvena,1649,1682,1-0,"King's Gambit Accepted, Fischer Defense",C34,https://lichess.org/nFIqBPPC,600+15,Normal
BrownCat,EmmLasker,1500,1955,0-1,Zukertort Opening: Old Indian Attack,A06,https://lichess.org/q2mqDWOs,900+0,Normal
Gimi,Manguan,1840,1582,1-0,Hungarian Opening,A00,https://lichess.org/IDhkLbE9,300+5,Time forfeit
krazykat,bldrnnr,1529,1704,0-1,"Scotch Game: Scotch Gambit, Sarratt Variation",C44,https://lichess.org/85wknyev,600+0,Normal
Paxell,O-Dannyboy,1878,1998,0-1,English Opening: Carls-Bremen System,A22,https://lichess.org/lYEINqV5,120+0,Time forfeit
Chubbyserg,saeed1717,2023,1740,1-0,"English Opening: Anglo-Indian Defense, Anglo-Gruenfeld Variation #3",A16,https://lichess.org/qZRYIu4Y,300+0,Normal
librodearena,EvilChess,1985,2000,0-1,Italian Game: Giuoco Pianissimo,C50,https://lichess.org/tBVSBXad,360+3,Normal
Mitchell888,SteffenJ,1563,2095,0-1,"Ruy Lopez: Schliemann Defense, Exchange Variation",C63,https://lichess.org/h0cwulfu,600+0,Normal
Bolondro,szabadgyalog,1745,1801,1-0,Indian Game,A45,https://lichess.org/x2ms4umU,1500+0,Normal
YinYan,tuncaypugar,1362,1611,0-1,"English Opening: Symmetrical Variation, Two Knights Variation",A35,https://lichess.org/4Dfxveyl,240+5,Normal
pollosaurio81,Witiza,1844,1740,1-0,"Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line",B28,https://lichess.org/YLn4QkkN,1200+0,Normal
gladiatox,delgar90,1645,1716,0-1,Semi-Slav Defense,D43,https://lichess.org/GvYIJhHQ,600+0,Normal
vilafalcao,steinna615,1565,1383,1-0,"English Opening: King's English Variation, Reversed Sicilian",A21,https://lichess.org/HRWrmdNC,360+0,Normal
wdiedrich,elverlek,1615,1570,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/p7GYiITm,180+0,Normal
toba_nomade,DRZeed,1542,1544,1-0,East Indian Defense,A49,https://lichess.org/Qa9eUqPV,480+1,Normal
frankflorida,paixpaix,1594,1749,0-1,English Opening: Agincourt Defense,A13,https://lichess.org/tPT9jTNz,300+8,Normal
chad007,Vedius,1458,2034,0-1,Scandinavian Defense: Panov Transfer,B01,https://lichess.org/09zvpeiM,180+0,Normal
meikiu,MarkRudy,1603,1198,1-0,Pirc Defense #5,B07,https://lichess.org/rthwzJur,600+0,Normal
kartago,rodrigoflorenciano,1774,1813,1-0,French Defense: Exchange Variation,C01,https://lichess.org/yLeYqNhl,120+0,Normal
operadora,saddam_disney,1986,1971,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/C9iq2zoB,30+0,Normal
Burcione,pingouin,1812,1975,0-1,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/adDLXZav,300+0,Normal
bathar,Cardy8,1428,1438,0-1,Slav Defense: Exchange Variation,D10,https://lichess.org/zf4bRn5j,300+0,Time forfeit
kayfas,DOVATOR,1446,1472,0-1,Bishop's Opening,C23,https://lichess.org/FBRDZUGK,600+0,Normal
rohjinwook,GARROTEITOR,1802,1634,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/djYmseS7,600+0,Normal
ostadreza,Drope63,2001,1954,1-0,Scandinavian Defense: Icelandic-Palme Gambit,B01,https://lichess.org/Wh87KPrI,900+0,Normal
s3nt1n3l4,Raymyuschess,1641,1637,0-1,Queen's Pawn Game #2,D00,https://lichess.org/GcNnPCuD,480+0,Time forfeit
HCBienne,muhammet_x,1503,1401,1-0,French Defense: Knight Variation,C00,https://lichess.org/QtMdXRkP,1800+5,Normal
adiga92,Mancio95,1742,1648,0-1,Sicilian Defense: Old Sicilian,B30,https://lichess.org/fsTmEAC3,900+5,Normal
fantombug,Nosferatum,1966,1966,1-0,"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",A15,https://lichess.org/dip9kblx,180+0,Normal
arhean,mVesteraas,2249,1563,1-0,Slav Defense: Modern,D11,https://lichess.org/fwfIB7UN,60+0,Normal
DavidC2005,GritoDEguerra,1681,2029,0-1,Scandinavian Defense,B01,https://lichess.org/LeCx5UwE,600+0,Normal
alcateialopes3,yaseen1,1935,1802,1-0,"Ruy Lopez: Schliemann Defense, Dyckhoff Variation",C63,https://lichess.org/LNlQFxnu,300+2,Time forfeit
divinepawn,Kilgour22,1602,1512,1-0,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/mgQ59TnQ,30+0,Normal
lechuck1980,Velocyraptor,1959,1904,1-0,Queen's Pawn Game #2,D00,https://lichess.org/HFJfp7sO,180+0,Time forfeit
leiso,Jolion,1778,1652,1/2-1/2,Nimzo-Indian Defense,E20,https://lichess.org/r3jnhMaL,360+0,Normal
segreda1,julco,1608,1750,0-1,Queen's Pawn Game: London System,D02,https://lichess.org/RxCP9RdE,300+0,Normal
Bjorgvin1,bruleduc,1870,1583,1-0,Owen Defense,B00,https://lichess.org/usI7ix7b,180+0,Normal
robertojavier,Moonknight123,1570,1500,1-0,Englund Gambit,A40,https://lichess.org/ZhKPSxRp,30+1,Time forfeit
loudej,Perya1994,1500,1397,0-1,Philidor Defense #2,C41,https://lichess.org/I3FOhUrs,300+8,Normal
rephael,liparrene,1739,1980,0-1,English Defense #2,A40,https://lichess.org/JRdeO2JP,60+0,Time forfeit
radukaj47,fbustillo,1745,1681,1-0,"Sicilian Defense: Richter-Rauzer, 6...e6",B62,https://lichess.org/msvz4FGh,900+0,Normal
GLSlick,Vladick,1677,1421,1-0,"Vienna Game: Vienna Gambit, Steinitz Gambit",C25,https://lichess.org/xZhGDlFE,300+0,Time forfeit
clakos,RiverRun30,1563,1452,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/EcqNpoCU,480+4,Time forfeit
bk33,Apprenti,1511,1468,0-1,Scandinavian Defense: Icelandic-Palme Gambit,B01,https://lichess.org/pTvq1unX,600+0,Normal
GmzFrs,veljovic,1817,1848,1-0,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/VUmo1Ido,300+0,Normal
sztachalom,AlejandroF,2163,1557,1-0,Four Knights Game: Italian Variation,C46,https://lichess.org/JcziYPJ0,180+0,Time forfeit
HugoDrax,blacksteel,1490,1454,1/2-1/2,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/kohkz6bj,480+0,Normal
beeze,Fiser2,1958,1849,0-1,Scotch Game,C45,https://lichess.org/QhkXAMww,600+0,Normal
hugo50000,LeKoN,1753,1314,1-0,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/X2yiOCzX,300+0,Normal
Fatherof4K,SANOGICELLO,1338,2007,0-1,Zukertort Opening: St. George Defense,A04,https://lichess.org/c6wAJVo2,300+0,Normal
kirso,Lucky13,1523,1352,1/2-1/2,Philidor Defense #3,C41,https://lichess.org/JQUtm8AC,900+15,Normal
supermike88,augusto1967,1361,1496,1-0,Scandinavian Defense,B01,https://lichess.org/7atMN1ai,1200+0,Normal
kalon8,elbasureitor,1493,1488,0-1,Portuguese Opening,C20,https://lichess.org/yN4zM8Qv,180+2,Normal
Bilsem,xiromero,1673,1156,0-1,Bishop's Opening: Berlin Defense,C24,https://lichess.org/haXCxt4k,600+0,Normal
fjpadron,marceloduchamp,1593,1218,1-0,French Defense: Normal Variation,C00,https://lichess.org/59NFetgZ,900+8,Time forfeit
oldsport,kingcaptor,1463,1463,0-1,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/TqJks0d6,900+0,Normal
jackinnet,wendi,1801,1973,1-0,Caro-Kann Defense,B10,https://lichess.org/CnQJZ3kr,600+0,Time forfeit
rookie7,Kestralheart,1645,1806,1-0,Owen Defense,B00,https://lichess.org/eyi4nlMn,480+0,Normal
Axtlas,FrogPrince,1781,1438,1-0,King's Pawn Game: Maroczy Defense,B07,https://lichess.org/yHvyvVQ7,30+0,Time forfeit
poupette57,SilverDragonDad,1706,1923,1-0,Queen's Gambit Declined: Three Knights Variation,D37,https://lichess.org/nMxRe6LH,180+0,Normal
srcapivara,zeven,1838,1787,1-0,Bird Opening,A03,https://lichess.org/gD1GQZb5,60+0,Time forfeit
vova84,lukaqurdiani,1616,1483,0-1,Alekhine Defense: Scandinavian Variation,B02,https://lichess.org/X0MKF6WG,1800+0,Normal
zar,peachplumpear,1502,1529,0-1,Scandinavian Defense: Main Line,B01,https://lichess.org/ibALYszu,300+6,Normal
danielnikolaev,darioworld,1505,1563,1-0,French Defense: Steinitz Attack,C00,https://lichess.org/ra92sMzJ,900+0,Normal
garchirosca,Slobodan7,1813,1832,1/2-1/2,French Defense: Knight Variation,C00,https://lichess.org/4FVeRIsE,300+0,Normal
Kingandmate,SrishKar,1666,1700,1-0,"English Opening: Symmetrical Variation, Normal Variation",A34,https://lichess.org/JYUxTkDN,300+2,Normal
gallardo,BIXIGA,1420,1460,0-1,Van't Kruijs Opening,A00,https://lichess.org/7pqh7H8e,300+3,Time forfeit
dmac1400,Troll_Account,1894,1986,0-1,Alekhine Defense: Maroczy Variation,B02,https://lichess.org/AtfxyoY0,60+0,Normal
narkohat,uwotm9-1,1876,1791,0-1,Queen's Gambit Refused: Marshall Defense,D06,https://lichess.org/EN6eTNKR,300+2,Normal
manzobear,Mark945628,1621,1240,1-0,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",B29,https://lichess.org/B4ThQ7nT,300+5,Normal
binaryexp,ferrucciolari,1562,1611,0-1,Queen's Pawn Game: London System,D02,https://lichess.org/8CqkWlRQ,360+8,Normal
hkivrak,Brotback,1536,1412,0-1,Caro-Kann Defense,B12,https://lichess.org/IJKVgdC0,180+25,Normal
jayme336,FreezeFrame,1386,1504,0-1,Queen's Pawn Game,D00,https://lichess.org/iXRUYew1,600+15,Normal
martius000,fourcart08,1328,1627,1-0,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/kZqVunPE,300+0,Time forfeit
buffalo_pete,marcu,1460,1494,1-0,Reti Opening,A06,https://lichess.org/eZto5WVV,540+2,Time forfeit
theonounet,Aeggis,1339,1630,0-1,Giuoco Piano,C50,https://lichess.org/eamTsOgX,300+0,Normal
hatoff,CormoranKR,1475,1828,0-1,"Lion Defense: Anti-Philidor, Lion's Cave",B07,https://lichess.org/3jZ7h71z,60+0,Time forfeit
