white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination
Nomadic_George,zlate,1896,1734,0-1,Modern Defense,B06,https://lichess.org/rFvUpjxD,120+10,Normal
Buttiglia,rksakrir,1799,1572,1-0,Gunderam Defense,C40,https://lichess.org/vW3IB5ZL,600+3,Normal
ivanhoe007,francisco74,1610,1610,0-1,Four Knights Game,C46,https://lichess.org/UFZ28lqF,300+6,Normal
faramir,Leandrobov,1990,1968,1-0,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",B13,https://lichess.org/5w5o5aCM,180+2,Time forfeit
cemrohat,KML66,1330,1855,0-1,Polish Opening,A00,https://lichess.org/dkvq07pH,600+5,Normal
ferry15,higurashi,1575,1931,0-1,Sicilian Defense: Old Sicilian,B30,https://lichess.org/M7COoZdV,600+8,Normal
chess4life23,dmitriy,2218,1723,1-0,Sicilian Defense: Accelerated Dragon,B34,https://lichess.org/7OnwLYjl,180+0,Normal
croushored,sekerlama,1704,1581,1-0,Philidor Defense #3,C41,https://lichess.org/VqScgvSm,420+0,Normal
Graphirus,MMH1997,1748,1661,1-0,Ruy Lopez: Bird Variation,C61,https://lichess.org/nuQz1z1X,480+0,Time forfeit
tartarughina,NisamLijepAliSamGlup,1563,1465,1-0,Center Game #2,C21,https://lichess.org/yDZfDydu,300+0,Time forfeit
khvskai,omghx,1554,1544,0-1,Ruy Lopez: Berlin Defense #2,C65,https://lichess.org/eYj7Li2u,300+8,Normal
HarrisonToppen,psycho12,1546,1793,1-0,King's Indian Attack: French Variation,A08,https://lichess.org/e0fzCKH7,30+0,Time forfeit
santastico,gorgoleon,1771,1918,0-1,Queen's Gambit Declined,D52,https://lichess.org/nDMGHWo5,180+0,Time forfeit
Barista,fondfaced,1985,1998,0-1,Slav Defense: Modern,D11,https://lichess.org/oeYfjkOD,180+2,Normal
Nogueira_Chess,ceca,1810,1966,1-0,Sicilian Defense,B50,https://lichess.org/c3gc9GMI,900+0,Time forfeit
nafataha,fulesp,1613,1623,1-0,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/BF5pwwhJ,900+3,Normal
OutbacKnight,Talep,1530,1562,1/2-1/2,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/Hjpyu3Qt,480+0,Normal
DJA,BolagasinovB,2113,1861,1-0,Philidor Defense: Exchange Variation,C41,https://lichess.org/yA3nQBaQ,600+0,Normal
rsepulveda64,xadrezinho,1534,1470,1-0,Sicilian Defense,B50,https://lichess.org/ROtBzIqC,1200+0,Time forfeit
gatoclon,diemerio,1639,1612,1/2-1/2,Bird Opening,A02,https://lichess.org/IBVV9pdk,180+0,Normal
tolga48,viy-izmail,1942,1931,0-1,Philidor Defense #3,C41,https://lichess.org/6FwSk5jy,900+0,Normal
LegalMafia,ropivicaine,1427,1500,0-1,Russian Game: Three Knights Game,C42,https://lichess.org/jTMsMfoy,60+0,Time forfeit
aliranjbar1394,toz123,1713,1704,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/4umxIRD6,300+0,Normal
lostintravel,halastaban,1523,1554,0-1,Scotch Game,C45,https://lichess.org/Ck3MS8xR,300+0,Normal
stevenjan17,tsarcastic,1902,1935,1-0,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",B35,https://lichess.org/OtnaHtX1,300+4,Normal
enielson,chesspiritu,1743,1745,1-0,English Opening: Agincourt Defense,A13,https://lichess.org/6miX793h,900+0,Normal
Charles7676,kenanchess,1343,1667,0-1,Queen's Pawn Game: Chigorin Variation,D01,https://lichess.org/cRSQNZVd,-,Normal
kiki06,Raizada,1755,1730,0-1,Sicilian Defense,B50,https://lichess.org/wqtepDoa,900+0,Normal
Mamin_Sin,SamusVariation,2035,1879,1-0,Sicilian Defense: Smith-Morra Gambit,B21,https://lichess.org/eHhQgxbw,60+0,Time forfeit
njaldulanto,arcivolimiju,1744,1152,1-0,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/EngNFXjO,900+15,Normal
claudinho,betonh,1472,1463,1-0,Giuoco Piano,C50,https://lichess.org/2MygU5tn,300+0,Normal
bloom13,gaj1c,1534,1345,1-0,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",D02,https://lichess.org/HRFwimwp,720+0,Normal
hugo_giraldo,sir0knightfall,1307,1646,0-1,Sicilian Defense: Old Sicilian,B30,https://lichess.org/3zvwSc1Q,120+0,Normal
Tyrant-I,TheCleaner,1728,1951,0-1,Queen's Gambit Accepted,D20,https://lichess.org/Ww8vH80G,300+0,Time forfeit
Sunmachine,log2309,1612,2039,0-1,French Defense: Steiner Variation,C00,https://lichess.org/nUIRkGmH,180+0,Normal
jckesh11,dayton2112,1668,1226,1-0,Sicilian Defense: Old Sicilian,B30,https://lichess.org/kSe1wJ8s,60+1,Normal
Jezumo,hasan11,1807,1620,0-1,Philidor Defense #2,C41,https://lichess.org/cUGTPOs3,720+8,Normal
Abel4865,durrtyb,1534,1487,1-0,Sicilian Defense,B20,https://lichess.org/P3MZC24g,600+2,Normal
FIZE,patrimpas,1687,1809,0-1,"Gruenfeld Defense: Exchange Variation, Modern Exchange Variation",D85,https://lichess.org/pWIwLcWD,120+0,Time forfeit
tabitak,Tanq10,1540,1692,1-0,Ruy Lopez: Schliemann Defense,C63,https://lichess.org/ZUSqTLpg,600+8,Normal
DavidBrodin,pewterpawn,1731,1585,1-0,Nimzo-Larsen Attack: Classical Variation,A01,https://lichess.org/9iAhYbmM,300+0,Time forfeit
mindfreak,smorris,1375,1500,0-1,Colle System,D05,https://lichess.org/k0xe1okM,300+8,Normal
verya,hotwater,1305,1500,0-1,"Ruy Lopez: Closed, 7...O-O",C88,https://lichess.org/79lIW84r,300+0,Time forfeit
ImKuzya,TotalBoron,1541,1451,1-0,Caro-Kann Defense,B10,https://lichess.org/rSGIeVKh,300+0,Normal
Alannadal67,Dver_zapilili,1716,1220,1-0,Philidor Defense #3,C41,https://lichess.org/IKbdFMoy,300+2,Time forfeit
n3utrino,AveSizaR,1740,1585,0-1,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/fw9FCH62,300+2,Normal
ednailton,vitebo,1793,1555,1-0,Horwitz Defense,A40,https://lichess.org/3r7VwEaO,180+0,Normal
drummida,murdikuhaku,1494,1318,0-1,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/6MIjSzIX,600+0,Normal
DeMoN77,Rchevechess,1178,1652,0-1,Hungarian Opening,A00,https://lichess.org/L4tvaja6,300+0,Normal
korchoi,ChessDude88,1853,1417,1-0,Petrov's Defense #5,C42,https://lichess.org/ik7iz39x,600+0,Normal
Foobork,unterta,2060,1893,1-0,Scandinavian Defense: Kloosterboer Gambit,B01,https://lichess.org/RRSnBSl5,300+3,Normal
wbrown358,gongetbetter,1486,1410,0-1,Zukertort Opening: Black Mustang Defense,A04,https://lichess.org/2OnwerN0,600+0,Normal
electronic,Santu_16,1740,1552,0-1,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/eGVyIGgh,420+0,Time forfeit
PeterLauris,ksw913,1593,1551,0-1,Queen's Gambit Declined,D30,https://lichess.org/P9q8VMH9,120+0,Normal
DeuceGenius,Kondi_player,1593,1642,1-0,"French Defense: Tarrasch Variation, Guimard Defense, Main Line",C04,https://lichess.org/6MJuFDUD,900+0,Normal
Mmdodol,Vlsm,1435,1407,0-1,"Queen's Pawn Opening: Veresov, Richter Attack",D00,https://lichess.org/nUl3oUJF,600+0,Normal
Sherpa,francoco,1714,1731,0-1,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/a5n03LD8,300+10,Normal
MadisonIvy,edgar_allan_hoe,1285,1694,0-1,Horwitz Defense,A40,https://lichess.org/SFzkbPbA,300+0,Normal
zrtghjkl,anjova,1722,1579,0-1,Pirc Defense #4,B07,https://lichess.org/ekPvYGtt,300+0,Normal
FernandoGCSilva,GreatGig,1849,1832,1/2-1/2,Queen's Indian Defense,E12,https://lichess.org/ioesn27c,180+2,Normal
ApotheosisSkills,landreoli,1503,1561,1/2-1/2,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/gwuVuBVj,120+2,Normal
Andjety28,Pioner,1557,1536,1-0,Four Knights Game,C46,https://lichess.org/UztMefw7,300+5,Normal
Igor_Vechil,fjcaro2003,1932,1941,1/2-1/2,Queen's Gambit Declined: Three Knights Variation,D37,https://lichess.org/Y5ml2tpy,180+0,Time forfeit
ayman78,IvanM344,1773,1477,1-0,Bishop's Opening: Boi Variation,C20,https://lichess.org/mLH7BEp2,1200+10,Normal
timetodie,Rook56,1500,1651,1-0,French Defense: Knight Variation,C00,https://lichess.org/cCJuQeed,180+0,Time forfeit
Koala66,naqalsamoht,1620,1604,0-1,French Defense: Knight Variation,C00,https://lichess.org/6M9CUIYR,300+0,Normal
spud39,FALCONS,1500,1500,0-1,Queen's Pawn,A40,https://lichess.org/DY4h3Y4I,300+0,Time forfeit
horacioiarlori,akif60,1438,1515,0-1,Russian Game: Modern Attack,C43,https://lichess.org/WixFeWxv,600+0,Normal
jrchess1986,riddem_n_rims,1389,1418,1-0,Modern Defense,B06,https://lichess.org/jQryRGdC,600+2,Normal
nurfaizin,J8KER,1851,1628,1-0,Philidor Defense #2,C41,https://lichess.org/gwhcWWFP,480+0,Normal
Chaman,betoschiavon,1514,1685,1-0,Bird Opening,A02,https://lichess.org/mLDFS0e5,120+0,Normal
reclarinete1,Rambozo,1435,1419,1-0,Three Knights Opening,C46,https://lichess.org/aSesn4wN,900+0,Normal
pawnpatrol,swalter,1573,1649,1-0,Van't Kruijs Opening,A00,https://lichess.org/hupMv3We,480+5,Normal
nabov,nekrokot,1306,1496,1-0,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/E9Mo39v5,120+0,Time forfeit
kudaliar,d4c6,1848,1709,1-0,Nimzo-Larsen Attack: Indian Variation,A01,https://lichess.org/aA7GF0SY,300+5,Normal
figur,Ksmith7548,1452,1382,0-1,Van't Kruijs Opening,A00,https://lichess.org/DwQUmPaV,780+0,Normal
lumil,rafaelaflorit,2008,1756,1-0,Scandinavian Defense: Main Line,B01,https://lichess.org/AMN3FlkU,420+5,Normal
fury_zero,br1420,1455,1617,0-1,Sicilian Defense: Staunton-Cochrane Variation,B20,https://lichess.org/MMe5NHav,300+0,Normal
gokhan06130613,pirja,1727,1704,0-1,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",C71,https://lichess.org/R45PUr21,300+5,Normal
gpgp,zombievader,1471,1614,0-1,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/Wo7NESej,300+8,Normal
tmoakt4,FlashGod,1912,1874,0-1,Queen's Gambit Declined: Queen's Knight Variation,D31,https://lichess.org/GsGiQoZa,30+0,Time forfeit
AntoniusBl0ck,Krokus,1427,1530,1-0,Queen's Pawn Game,D00,https://lichess.org/VwLEyzox,420+0,Normal
Demre,Kokoko1,1472,1396,1-0,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/Urd07T34,300+0,Normal
nebraxas,llimllib,1386,1488,1-0,"Queen's Gambit Declined: Semi-Tarrasch, 5.cxd5",D41,https://lichess.org/TbZWBSxW,300+0,Normal
Luminosity,azyttak,2096,1815,1-0,Nimzowitsch Defense: French Connection,B00,https://lichess.org/QDHogpC0,60+0,Time forfeit
Cassuc,luismy46,1405,1486,1-0,Horwitz Defense,A40,https://lichess.org/ec6Z6XI7,420+20,Normal
UCEonOCE,kris74,1493,1433,1-0,Philidor Defense #3,C41,https://lichess.org/Dp04l2zM,600+0,Normal
giovannypsicodelico,unaltra,1500,1575,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/tSQJsH2l,1800+10,Normal
erguimaray,nb3765,1450,1367,1/2-1/2,Slav Defense,D10,https://lichess.org/8enXlPaB,300+5,Normal
nessinha91,DantanaMoss,1300,1511,0-1,Van Geet Opening: Reversed Nimzowitsch,A00,https://lichess.org/AsT7xOaD,600+2,Normal
asdffejai,Fr3ddy,1405,1406,1-0,Modern Defense,B06,https://lichess.org/UTtpzA4x,300+0,Normal
alex2911,Katatonia,1458,1863,0-1,Four Knights Game: Scotch Variation Accepted,C47,https://lichess.org/qNGTQ4eS,300+0,Normal
razvan345,miseria,1576,1522,1-0,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/5vhhtNOu,600+5,Normal
sund987,davtio,1935,1991,0-1,Caro-Kann Defense: Exchange Variation,B13,https://lichess.org/XclVuEku,600+5,Normal
monaco712,kennythedentist,1349,1453,0-1,Zukertort Opening,A04,https://lichess.org/Yge3Nk21,600+0,Normal
behin,venerabile48,1671,1902,0-1,"Sicilian Defense: Accelerated Fianchetto, Maroczy Bind, 5...Bg7",B37,https://lichess.org/nBVNgPft,900+5,Normal
dfarchich,mtlben,1679,1670,1-0,Horwitz Defense,A40,https://lichess.org/XcC6d4NF,900+4,Normal
mocl125,MATHDAVI14,1500,1500,0-1,Queen's Gambit Refused: Chigorin Defense #3,D07,https://lichess.org/WghnAzTt,180+0,Normal
Grart,LittlePatzer,1990,1790,0-1,Caro-Kann Defense: Advance Variation,B12,https://lichess.org/ruMPfqba,900+10,Normal
jaharsch,govera,1667,1747,0-1,Modern Defense: Two Knights Variation,B06,https://lichess.org/3M9hvAMD,300+5,Time forfeit
GreatKenyan,Fezhtival,1559,1540,1-0,Ruy Lopez: Nuernberg Variation,C60,https://lichess.org/tXVrw58q,600+10,Normal
Blackout999,Guigzchess,1402,1552,1-0,"Italian Game: Two Knights Defense, Fried Liver Attack",C57,https://lichess.org/I9AoJqo4,600+0,Normal
bachibouzouk,geo463,1454,1386,1-0,Bishop's Opening: Boi Variation,C20,https://lichess.org/4fYIPXOW,600+0,Normal
Cosmos2810,berk5177,1613,1432,1-0,Russian Game: Three Knights Game,C42,https://lichess.org/N4BwlGWk,180+0,Time forfeit
saponaro,ChessHateCollide,1998,1979,1-0,"Philidor Defense: Lion Variation, Shirov Gambit",C41,https://lichess.org/BfVLv4Bl,180+1,Normal
nonochan,ponyju,1854,1676,0-1,"Sicilian Defense: French Variation, Open",B40,https://lichess.org/1tlF1NZv,300+0,Normal
oci8,Unlight,1695,1780,1-0,Indian Game,A45,https://lichess.org/EDDGSpzk,540+20,Normal
yzr1408,JJhh,1486,1909,0-1,Four Knights Game,C46,https://lichess.org/yXoMekfJ,600+0,Time forfeit
absolutezer0,RodriRuiz3,1581,1607,1-0,Three Knights Opening #2,C46,https://lichess.org/V7DwbcI0,300+0,Normal
janisc,Rivler,1459,1415,1-0,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/5DE6usTA,300+0,Normal
NotSoberAcct,Glineni,1497,1380,0-1,Sicilian Defense #2,B54,https://lichess.org/ZeogyQ2p,600+5,Normal
joshlikesbagelss,cistajeba,1355,1486,0-1,Sicilian Defense,B27,https://lichess.org/jDw7KnKp,600+0,Normal
jackria,B_XQb6,1606,1807,1-0,Caro-Kann Defense,B10,https://lichess.org/fEClHUn2,600+0,Time forfeit
Samstag,Sxakamanto,2022,1499,1-0,Nimzo-Larsen Attack,A01,https://lichess.org/uwUWk2Y9,60+0,Time forfeit
rodrigoa138,everyfuknametaken,1903,1916,1/2-1/2,"Slav Defense: Quiet Variation, Pin Defense",D12,https://lichess.org/4JECM3n2,120+1,Normal
oberschlumpf,POUYA123456,2099,1869,0-1,Queen's Gambit Declined: Three Knights Variation,D37,https://lichess.org/pcoJxXIc,45+3,Normal
Meliani,nick-fire,1737,1743,1-0,Caro-Kann Defense: Classical Variation,B18,https://lichess.org/zsB345IN,720+8,Time forfeit
SEEMEPLAY,MooseMasher,1460,1540,1-0,"Sicilian Defense: Accelerated Dragon, Modern Variation",B34,https://lichess.org/W4dqbzYt,300+0,Normal
gmpokerin,jags,2003,1849,1-0,Sicilian Defense: Najdorf Variation,B90,https://lichess.org/EhScOY2F,45+3,Time forfeit
NiftyDeveloper,BrunoPinheiro2015,1709,1639,0-1,English Defense #2,A40,https://lichess.org/cFVd6eKp,240+2,Normal
ctabv,philistine94,1500,1554,0-1,Horwitz Defense,A40,https://lichess.org/LdC6v4UU,780+14,Time forfeit
Folgado,tangien,1645,1385,1-0,Philidor Defense #3,C41,https://lichess.org/xfR0DODw,180+0,Time forfeit
civikov,ilcroato,1717,1739,1-0,Queen's Pawn Game #2,D00,https://lichess.org/oB8EEkjA,480+0,Time forfeit
Alarch,Prego,1666,1513,1-0,Philidor Defense: Exchange Variation #2,C41,https://lichess.org/u5znzPkz,420+0,Normal
SackofSasquatch,Chokehold69,2164,1821,1-0,King's Knight Opening,C40,https://lichess.org/0G0UQ9KV,60+0,Time forfeit
sunshinetool,sportcardinal,1229,1810,0-1,King's Pawn Game,C20,https://lichess.org/JJ9xKPk2,420+5,Normal
King_Asto,jg484,1331,1554,1-0,Torre Attack #2,A46,https://lichess.org/jJNWAvoG,600+0,Normal
Grigoriy-66,Rhuanmaster,1786,1238,1-0,Dutch Defense,A84,https://lichess.org/nxJhDB8Y,300+10,Normal
viki-mvv,slawweg,2013,1827,1-0,Sicilian Defense: French Variation,B40,https://lichess.org/4uvvDUk6,900+0,Normal
liorbialik,Iamamockingbird,1753,1557,0-1,Nimzo-Larsen Attack: Modern Variation #4,A01,https://lichess.org/SeszR02i,60+0,Time forfeit
Anas-1990-chess,xiyin,1333,1536,0-1,Queen's Pawn Game #3,D00,https://lichess.org/7v3TtD72,3600+180,Time forfeit
abagalia,giadalunas,1927,1560,0-1,French Defense: Knight Variation,C00,https://lichess.org/bdAQBahu,120+0,Normal
blade2012,Schaakfanaat,2035,1839,1-0,"Bishop's Opening: Vienna Hybrid, Hromadka Variation",C28,https://lichess.org/hNrymWQB,300+0,Normal
doneduardo,agustinmeirin,1720,1193,1-0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",B50,https://lichess.org/74Qq02f4,1200+0,Time forfeit
alifant,FalconF16,2262,1632,1-0,Ruy Lopez: Rotary-Albany Gambit,C60,https://lichess.org/gqmDRPXJ,60+0,Normal
szahmad,Danman,1871,1594,1-0,Vienna Game: Omaha Gambit,C25,https://lichess.org/7qpB68Zf,60+0,Time forfeit
KmPeon,pandakidessine,1761,1767,0-1,Sicilian Defense: Old Sicilian,B30,https://lichess.org/OQx47tsi,180+0,Normal
craniozx22,arq40,1953,1806,0-1,Scotch Game: Benima Defense,C44,https://lichess.org/jAtb2kgB,300+8,Normal
markiewarkie,fantasmadecarretera,1977,1360,1-0,Caro-Kann Defense,B10,https://lichess.org/VHtzwghK,600+0,Normal
YAYALOULOU,Knight_OP,1527,1398,1-0,Italian Game: Two Knights Defense #2,C55,https://lichess.org/ya55Gt57,300+4,Normal
Airas,rdosman01,1728,1749,0-1,Sicilian Defense: Loewenthal Variation,B32,https://lichess.org/Z7ff9sHf,300+0,Normal
shewan99,hanngar87,1580,1734,0-1,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/k2ltAT8y,300+0,Normal
Felipevfrox,Warhund,1507,1595,1-0,Center Game #2,C21,https://lichess.org/vcZ3QW5q,600+0,Time forfeit
Wallacevale,vladimir108,1980,1683,1-0,Sicilian Defense: French Variation,B40,https://lichess.org/BKV2OPSS,600+30,Normal
krazipaint,shinobinobushi,1326,1489,0-1,"Sicilian Defense: Closed Variation, Traditional",B25,https://lichess.org/I5reZQxG,360+2,Normal
pawformation,jenji,1976,1982,1/2-1/2,Queen's Pawn Game: London System,D02,https://lichess.org/aozpjxc6,540+0,Normal
abalore,arakis,1743,1586,1-0,"Ruy Lopez: Morphy Defense, Tarrasch Variation",C77,https://lichess.org/FmLRMg24,360+6,Normal
vidanut,tabelatabela,1907,1850,1-0,Bird Opening: Dutch Variation,A03,https://lichess.org/lxh1dYLA,180+0,Normal
MoiRon,lchuza_otro,1793,1712,1-0,Bird Opening,A02,https://lichess.org/Sa4GvZAU,60+0,Normal
elric42,jozefs,1687,1890,0-1,Ruy Lopez: Bird Variation,C61,https://lichess.org/P0MXBo0u,300+0,Time forfeit
elrafanantes,Triv,1603,1593,1-0,Modern Defense,A40,https://lichess.org/WjYkaXKq,600+8,Time forfeit
JAVITO22,amnk,1688,1469,1-0,Zukertort Opening: Pirc Invitation,A04,https://lichess.org/QuSGMruc,0+1,Time forfeit
Malikhash,tunxhi,1785,1993,0-1,Three Knights Opening,C46,https://lichess.org/FrezSUCv,600+0,Normal
gwagner,sjr,1847,1859,1-0,Queen's Pawn Game: Torre Attack,D03,https://lichess.org/uzrn8FyM,60+0,Time forfeit
tigrao3,franka,2039,1793,1-0,Italian Game,C50,https://lichess.org/X1nP0E8N,720+10,Normal
iStandReady,aurelb,1462,1348,1-0,St. George Defense,C00,https://lichess.org/PP39siK8,600+0,Normal
eelleennaa,LexLawless,2084,1875,1-0,"Pterodactyl Defense: Eastern, Anhanguera",B06,https://lichess.org/jb1EPSAO,180+0,Time forfeit
mucco,Ggrrrr,1499,1392,0-1,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/UEqOLFv3,180+2,Normal
kixx,Caracal84,1526,1491,0-1,Sicilian Defense,B20,https://lichess.org/Zku1EnkI,300+8,Normal
DTH117,angolanmade,1787,1231,1-0,Russian Game: Three Knights Game,C42,https://lichess.org/CQUM2VK8,600+0,Normal
vovka-evrey1996,AndersonLuiz,1691,1673,1-0,French Defense: Exchange Variation,C01,https://lichess.org/GBNIVThz,300+2,Normal
amkXcome,Conando,1817,1792,1-0,Sicilian Defense: Alapin Variation,B22,https://lichess.org/FbD9uQrc,300+4,Normal
Smike,Betmen_brzanski,1518,1582,0-1,Philidor Defense #2,C41,https://lichess.org/zIVSwZOT,300+0,Time forfeit
hessuss,antoniogallero,1415,1470,1-0,Reti Opening,A06,https://lichess.org/28vVRfEu,600+0,Time forfeit
