white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination,white_country,white_title,white_preferred_game,white_peak_bullet,white_peak_blitz,white_peak_rapid,white_peak_classical,white_total_wins,white_total_draws,white_total_losses,black_country,black_title,black_preferred_game,black_peak_bullet,black_peak_blitz,black_peak_rapid,black_peak_classical,black_total_wins,black_total_draws,black_total_losses
BrownCat,EmmLasker,1500,1955,0-1,Zukertort Opening: Old Indian Attack,A06,https://lichess.org/q2mqDWOs,900+0,Normal,,,rapid,,,,,274,21,408,,,puzzle,,,,,3815,237,1095
Gimi,Manguan,1840,1582,1-0,Hungarian Opening,A00,https://lichess.org/IDhkLbE9,300+5,Time forfeit,,,rapid,,,,,6083,419,4465,,,rapid,,,1621.0,,4704,381,5962
krazykat,bldrnnr,1529,1704,0-1,"Scotch Game: Scotch Gambit, Sarratt Variation",C44,https://lichess.org/85wknyev,600+0,Normal,,,rapid,,,1678.0,,7611,319,7938,,,blitz,,1787.0,,,6298,380,4956
Paxell,O-Dannyboy,1878,1998,0-1,English Opening: Carls-Bremen System,A22,https://lichess.org/lYEINqV5,120+0,Time forfeit,,,blitz,2232.0,2056.0,,,20073,1538,21243,,,bullet,2201.0,2122.0,,,52196,3054,45717
Chubbyserg,saeed1717,2023,1740,1-0,"English Opening: Anglo-Indian Defense, Anglo-Gruenfeld Variation #3",A16,https://lichess.org/qZRYIu4Y,300+0,Normal,,,bullet,,,,,69550,2571,10453,,,blitz,,1812.0,,,13120,1386,16684
librodearena,EvilChess,1985,2000,0-1,Italian Game: Giuoco Pianissimo,C50,https://lichess.org/tBVSBXad,360+3,Normal,,,blitz,,1932.0,1790.0,,26565,3561,25579,,,bullet,,,2056.0,1985.0,21317,966,19633
Mitchell888,SteffenJ,1563,2095,0-1,"Ruy Lopez: Schliemann Defense, Exchange Variation",C63,https://lichess.org/h0cwulfu,600+0,Normal,,,rapid,,,,,100,9,125,,,rapid,,,,,60,2,8
Bolondro,szabadgyalog,1745,1801,1-0,Indian Game,A45,https://lichess.org/x2ms4umU,1500+0,Normal,,,rapid,,,1675.0,,2104,436,2317,,,blitz,1508.0,1681.0,1693.0,,11713,893,11878
YinYan,tuncaypugar,1362,1611,0-1,"English Opening: Symmetrical Variation, Two Knights Variation",A35,https://lichess.org/4Dfxveyl,240+5,Normal,,,blitz,,,,,1421,60,1804,,,rapid,,,,,110,5,11
pollosaurio81,Witiza,1844,1740,1-0,"Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line",B28,https://lichess.org/YLn4QkkN,1200+0,Normal,,,puzzle,,,1522.0,,1428,145,1192,,,rapid,,,,,540,33,451
gladiatox,delgar90,1645,1716,0-1,Semi-Slav Defense,D43,https://lichess.org/GvYIJhHQ,600+0,Normal,,,rapid,,,,,2654,198,3120,,,rapid,,,,,1620,107,1390
vilafalcao,steinna615,1565,1383,1-0,"English Opening: King's English Variation, Reversed Sicilian",A21,https://lichess.org/HRWrmdNC,360+0,Normal,,,blitz,,,,,59,1,55,,,puzzle,,,,,550,50,858
wdiedrich,elverlek,1615,1570,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/p7GYiITm,180+0,Normal,,,blitz,1299.0,1586.0,,,17845,2885,16587,,,blitz,,,,,11389,906,15143
toba_nomade,DRZeed,1542,1544,1-0,East Indian Defense,A49,https://lichess.org/Qa9eUqPV,480+1,Normal,,,rapid,,1257.0,,,6470,732,7039,,,puzzle,,,,,723,64,885
frankflorida,paixpaix,1594,1749,0-1,English Opening: Agincourt Defense,A13,https://lichess.org/tPT9jTNz,300+8,Normal,,,blitz,,,,,1426,96,1474,,,blitz,,1702.0,,,10799,329,10660
chad007,Vedius,1458,2034,0-1,Scandinavian Defense: Panov Transfer,B01,https://lichess.org/09zvpeiM,180+0,Normal,,,blitz,,,,,1667,101,4088,,,blitz,,,,,962,104,719
meikiu,MarkRudy,1603,1198,1-0,Pirc Defense #5,B07,https://lichess.org/rthwzJur,600+0,Normal,,,puzzle,,1658.0,1799.0,,10657,917,11130,,,blitz,,,,,3457,209,6851
kartago,rodrigoflorenciano,1774,1813,1-0,French Defense: Exchange Variation,C01,https://lichess.org/yLeYqNhl,120+0,Normal,,,bullet,,2014.0,,,28645,2855,31921,,,blitz,2215.0,2087.0,,,20711,1828,18458
operadora,saddam_disney,1986,1971,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/C9iq2zoB,30+0,Normal,,,bullet,,,,,1118,76,1740,,,unknown,,,,,0,0,0
Burcione,pingouin,1812,1975,0-1,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/adDLXZav,300+0,Normal,,,puzzle,,2022.0,,,3762,314,3804,,,unknown,,,,,0,0,0
bathar,Cardy8,1428,1438,0-1,Slav Defense: Exchange Variation,D10,https://lichess.org/zf4bRn5j,300+0,Time forfeit,,,unknown,,,,,0,0,0,,,blitz,,1746.0,,,18174,1226,17531
kayfas,DOVATOR,1446,1472,0-1,Bishop's Opening,C23,https://lichess.org/FBRDZUGK,600+0,Normal,,,blitz,,,,,4292,257,3286,,,rapid,,,,,616,39,928
rohjinwook,GARROTEITOR,1802,1634,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/djYmseS7,600+0,Normal,,,rapid,,,2090.0,,11772,631,10487,,,bullet,,,,,47080,4473,60455
ostadreza,Drope63,2001,1954,1-0,Scandinavian Defense: Icelandic-Palme Gambit,B01,https://lichess.org/Wh87KPrI,900+0,Normal,,,bullet,,1768.0,,,7070,419,7505,,,blitz,,,,,8848,770,9323
s3nt1n3l4,Raymyuschess,1641,1637,0-1,Queen's Pawn Game #2,D00,https://lichess.org/GcNnPCuD,480+0,Time forfeit,,,puzzle,,,,,224,12,244,,,puzzle,,,,,59,5,59
HCBienne,muhammet_x,1503,1401,1-0,French Defense: Knight Variation,C00,https://lichess.org/QtMdXRkP,1800+5,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,796,68,1091
adiga92,Mancio95,1742,1648,0-1,Sicilian Defense: Old Sicilian,B30,https://lichess.org/fsTmEAC3,900+5,Normal,,,rapid,,,,,1210,70,1357,,,rapid,,,,,1036,142,2979
fantombug,Nosferatum,1966,1966,1-0,"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",A15,https://lichess.org/dip9kblx,180+0,Normal,,,blitz,,1775.0,,,7196,277,7985,,,blitz,,1954.0,,,13588,1793,17269
arhean,mVesteraas,2249,1563,1-0,Slav Defense: Modern,D11,https://lichess.org/fwfIB7UN,60+0,Normal,,,bullet,,2370.0,,,27929,1366,12009,,,blitz,,1469.0,,,2225,117,2611
DavidC2005,GritoDEguerra,1681,2029,0-1,Scandinavian Defense,B01,https://lichess.org/LeCx5UwE,600+0,Normal,,,puzzle,,,,,570,39,713,,,blitz,,1967.0,2055.0,,11013,1216,8462
alcateialopes3,yaseen1,1935,1802,1-0,"Ruy Lopez: Schliemann Defense, Dyckhoff Variation",C63,https://lichess.org/LNlQFxnu,300+2,Time forfeit,,,blitz,,,,,24,3,39,,,blitz,,,,,1237,303,2170
divinepawn,Kilgour22,1602,1512,1-0,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/mgQ59TnQ,30+0,Normal,,,bullet,1738.0,1860.0,,,10841,640,9633,,,unknown,,,,,0,0,0
lechuck1980,Velocyraptor,1959,1904,1-0,Queen's Pawn Game #2,D00,https://lichess.org/HFJfp7sO,180+0,Time forfeit,,,unknown,,,,,0,0,0,,,blitz,,,,,6150,646,6753
leiso,Jolion,1778,1652,1/2-1/2,Nimzo-Indian Defense,E20,https://lichess.org/r3jnhMaL,360+0,Normal,,,puzzle,2474.0,2304.0,,,46805,2607,42538,,,rapid,,1667.0,1929.0,,922,147,794
segreda1,julco,1608,1750,0-1,Queen's Pawn Game: London System,D02,https://lichess.org/RxCP9RdE,300+0,Normal,,,blitz,,1543.0,,,13943,1353,14435,,,blitz,,,,,14081,1407,15358
Bjorgvin1,bruleduc,1870,1583,1-0,Owen Defense,B00,https://lichess.org/usI7ix7b,180+0,Normal,,,bullet,2105.0,2107.0,,,6163,411,5893,,,blitz,,1625.0,,,10456,331,15257
robertojavier,Moonknight123,1570,1500,1-0,Englund Gambit,A40,https://lichess.org/ZhKPSxRp,30+1,Time forfeit,,,puzzle,,,,,57,3,111,,,unknown,,,,,0,0,0
loudej,Perya1994,1500,1397,0-1,Philidor Defense #2,C41,https://lichess.org/I3FOhUrs,300+8,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,124,16,173
rephael,liparrene,1739,1980,0-1,English Defense #2,A40,https://lichess.org/JRdeO2JP,60+0,Time forfeit,,,bullet,,,,,1870,104,1491,,,bullet,,,,,9603,690,7319
radukaj47,fbustillo,1745,1681,1-0,"Sicilian Defense: Richter-Rauzer, 6...e6",B62,https://lichess.org/msvz4FGh,900+0,Normal,,,rapid,,1514.0,1930.0,2008.0,13402,956,11954,,,unknown,,,,,0,0,0
GLSlick,Vladick,1677,1421,1-0,"Vienna Game: Vienna Gambit, Steinitz Gambit",C25,https://lichess.org/xZhGDlFE,300+0,Time forfeit,,,bullet,1702.0,1832.0,,,32926,1974,35260,,,blitz,1583.0,1689.0,,,18799,1439,26823
clakos,RiverRun30,1563,1452,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/EcqNpoCU,480+4,Time forfeit,,,unknown,,,,,0,0,0,,,rapid,1581.0,,1935.0,,8082,765,8096
bk33,Apprenti,1511,1468,0-1,Scandinavian Defense: Icelandic-Palme Gambit,B01,https://lichess.org/pTvq1unX,600+0,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,1372.0,,1026,76,1339
GmzFrs,veljovic,1817,1848,1-0,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/VUmo1Ido,300+0,Normal,,,blitz,,,,,899,58,856,,,unknown,,,,,0,0,0
sztachalom,AlejandroF,2163,1557,1-0,Four Knights Game: Italian Variation,C46,https://lichess.org/JcziYPJ0,180+0,Time forfeit,,,bullet,2372.0,2152.0,2236.0,,61188,4220,35608,,,bullet,,,,,12865,859,20983
HugoDrax,blacksteel,1490,1454,1/2-1/2,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/kohkz6bj,480+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,353,18,207
beeze,Fiser2,1958,1849,0-1,Scotch Game,C45,https://lichess.org/QhkXAMww,600+0,Normal,,,rapid,,,,,511,36,273,,,rapid,,1605.0,1851.0,,793,126,1075
hugo50000,LeKoN,1753,1314,1-0,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/X2yiOCzX,300+0,Normal,,,blitz,,,,,6933,510,4632,,,blitz,,,,,20,1,37
Fatherof4K,SANOGICELLO,1338,2007,0-1,Zukertort Opening: St. George Defense,A04,https://lichess.org/c6wAJVo2,300+0,Normal,,,blitz,,,,,4619,431,5088,,,blitz,,1752.0,,,27091,1972,26134
kirso,Lucky13,1523,1352,1/2-1/2,Philidor Defense #3,C41,https://lichess.org/JQUtm8AC,900+15,Normal,,,puzzle,,,,,1309,106,1564,,,puzzle,,,,,30,10,88
supermike88,augusto1967,1361,1496,1-0,Scandinavian Defense,B01,https://lichess.org/7atMN1ai,1200+0,Normal,,,puzzle,,,,,476,36,527,,,puzzle,,,,,887,70,880
kalon8,elbasureitor,1493,1488,0-1,Portuguese Opening,C20,https://lichess.org/yN4zM8Qv,180+2,Normal,,,blitz,,,,,8,4,40,,,bullet,,,,,995,85,1379
Bilsem,xiromero,1673,1156,0-1,Bishop's Opening: Berlin Defense,C24,https://lichess.org/haXCxt4k,600+0,Normal,,,rapid,,,,,871,75,1074,,,rapid,,,,,565,88,4067
fjpadron,marceloduchamp,1593,1218,1-0,French Defense: Normal Variation,C00,https://lichess.org/59NFetgZ,900+8,Time forfeit,,,blitz,,,,,3404,244,3677,,,bullet,1447.0,1580.0,,,7513,444,7824
oldsport,kingcaptor,1463,1463,0-1,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/TqJks0d6,900+0,Normal,,,rapid,,,,,219,35,320,,,rapid,,,,,5951,423,6910
jackinnet,wendi,1801,1973,1-0,Caro-Kann Defense,B10,https://lichess.org/CnQJZ3kr,600+0,Time forfeit,,,rapid,,,,,3782,245,3947,,,unknown,,,,,0,0,0
rookie7,Kestralheart,1645,1806,1-0,Owen Defense,B00,https://lichess.org/eyi4nlMn,480+0,Normal,,,blitz,,1582.0,,,6447,434,12002,,,puzzle,,,,,3710,264,2577
Axtlas,FrogPrince,1781,1438,1-0,King's Pawn Game: Maroczy Defense,B07,https://lichess.org/yHvyvVQ7,30+0,Time forfeit,,,bullet,,,,,1601,99,1930,,,bullet,2180.0,,,,39998,3604,43387
poupette57,SilverDragonDad,1706,1923,1-0,Queen's Gambit Declined: Three Knights Variation,D37,https://lichess.org/nMxRe6LH,180+0,Normal,,,blitz,,,,,6155,669,7288,,,unknown,,,,,0,0,0
srcapivara,zeven,1838,1787,1-0,Bird Opening,A03,https://lichess.org/gD1GQZb5,60+0,Time forfeit,,,ultraBullet,2226.0,,,,137399,2995,160461,,,unknown,,,,,0,0,0
vova84,lukaqurdiani,1616,1483,0-1,Alekhine Defense: Scandinavian Variation,B02,https://lichess.org/X0MKF6WG,1800+0,Normal,,,puzzle,,,,,677,134,727,,,rapid,,,,,116,7,140
zar,peachplumpear,1502,1529,0-1,Scandinavian Defense: Main Line,B01,https://lichess.org/ibALYszu,300+6,Normal,,,blitz,,,,,6310,347,5116,,,blitz,,,,,855,46,1569
danielnikolaev,darioworld,1505,1563,1-0,French Defense: Steinitz Attack,C00,https://lichess.org/ra92sMzJ,900+0,Normal,,,rapid,,1238.0,,,2939,259,3122,,,puzzle,,,,,839,45,1024
garchirosca,Slobodan7,1813,1832,1/2-1/2,French Defense: Knight Variation,C00,https://lichess.org/4FVeRIsE,300+0,Normal,,,puzzle,,,1915.0,,9093,1362,9579,,,blitz,,,,,6851,1133,9397
Kingandmate,SrishKar,1666,1700,1-0,"English Opening: Symmetrical Variation, Normal Variation",A34,https://lichess.org/JYUxTkDN,300+2,Normal,,,blitz,,,,,4860,700,6005,,,blitz,,,,,5905,548,5805
gallardo,BIXIGA,1420,1460,0-1,Van't Kruijs Opening,A00,https://lichess.org/7pqh7H8e,300+3,Time forfeit,,,rapid,,,,,2522,173,2067,,,bullet,1143.0,,,,7254,175,7641
dmac1400,Troll_Account,1894,1986,0-1,Alekhine Defense: Maroczy Variation,B02,https://lichess.org/AtfxyoY0,60+0,Normal,,,bullet,,,,,1505,91,1327,,,bullet,,,,,790,47,655
narkohat,uwotm9-1,1876,1791,0-1,Queen's Gambit Refused: Marshall Defense,D06,https://lichess.org/EN6eTNKR,300+2,Normal,,,blitz,,,,,17382,1782,17419,,,bullet,,,,,8705,443,8550
manzobear,Mark945628,1621,1240,1-0,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",B29,https://lichess.org/B4ThQ7nT,300+5,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,293,30,586
binaryexp,ferrucciolari,1562,1611,0-1,Queen's Pawn Game: London System,D02,https://lichess.org/8CqkWlRQ,360+8,Normal,,,puzzle,,,,,707,46,824,,,unknown,,,,,0,0,0
hkivrak,Brotback,1536,1412,0-1,Caro-Kann Defense,B12,https://lichess.org/IJKVgdC0,180+25,Normal,,,rapid,,,,,968,56,745,,,puzzle,,,,,1502,335,1862
jayme336,FreezeFrame,1386,1504,0-1,Queen's Pawn Game,D00,https://lichess.org/iXRUYew1,600+15,Normal,,,rapid,,,,,726,55,1237,,,blitz,,1311.0,,,4385,344,4489
martius000,fourcart08,1328,1627,1-0,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/kZqVunPE,300+0,Time forfeit,,,blitz,,,,,52,5,164,,,blitz,,,,,467,36,413
buffalo_pete,marcu,1460,1494,1-0,Reti Opening,A06,https://lichess.org/eZto5WVV,540+2,Time forfeit,,,rapid,,,1180.0,,1403,133,1491,,,rapid,,1164.0,,,4466,205,5919
theonounet,Aeggis,1339,1630,0-1,Giuoco Piano,C50,https://lichess.org/eamTsOgX,300+0,Normal,,,rapid,,,,,895,112,1209,,,puzzle,1673.0,1822.0,2154.0,,3488,237,2700
hatoff,CormoranKR,1475,1828,0-1,"Lion Defense: Anti-Philidor, Lion's Cave",B07,https://lichess.org/3jZ7h71z,60+0,Time forfeit,,,unknown,,,,,0,0,0,,,bullet,2379.0,,,,25406,1593,26809
Ahmed_MRK,1a2a3a,1942,1676,1-0,Owen Defense,B00,https://lichess.org/rxkR6P40,180+0,Normal,,,unknown,,,,,0,0,0,,,bullet,,,,,4103,258,5870
Vicente_22,RrealSquare,1761,2067,0-1,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/7FqFLDHj,180+0,Normal,,,bullet,,,,,1227,58,1862,,,blitz,,2061.0,,,28681,2597,27639
Berlinar,arashbi,1798,1813,1-0,Torre Attack,A46,https://lichess.org/pyEnBqQb,300+0,Normal,,,blitz,,2006.0,,,15956,1384,11892,,,puzzle,,,,,1958,81,2233
orhanozmen,chukius,1420,1450,0-1,Bishop's Opening: Boi Variation,C20,https://lichess.org/SGfRU9mD,900+0,Normal,,,puzzle,,,,,1096,114,1106,,,rapid,1134.0,1285.0,,,2719,433,3277
jroyos,llmbs,1634,1649,0-1,Sicilian Defense,B20,https://lichess.org/JYmxUhBH,480+0,Time forfeit,,,blitz,,1521.0,,,5707,356,9030,,,blitz,,1421.0,,,5119,247,5000
Zwischenzug2015,themcfly,1462,1478,0-1,Italian Game: Two Knights Defense,C55,https://lichess.org/0rnERZ1R,180+2,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
bmjlima,Stronzio,1457,1409,1-0,Philidor Defense #2,C41,https://lichess.org/6OfGKt3q,1200+0,Time forfeit,,,rapid,,,,,6630,404,8902,,,rapid,,1432.0,1533.0,,1943,122,1758
bey-anes,tmplt,1765,1736,0-1,Indian Game,A45,https://lichess.org/HEG7LpJc,1800+30,Normal,,,blitz,,2151.0,2258.0,,928,75,939,,,unknown,,,,,0,0,0
bubulubu,MRHARD,1928,1577,1-0,Caro-Kann Defense #2,B12,https://lichess.org/il92MH6A,60+0,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
willilan,vtrachys,1601,1616,1-0,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",D30,https://lichess.org/pd19TJcl,780+3,Normal,,,rapid,,1299.0,,,6143,440,6205,,,blitz,,1891.0,1973.0,,4433,686,4432
Firthunands,dark0612,1578,1491,1-0,Center Game: Normal Variation,C22,https://lichess.org/BlxHHpYi,900+0,Time forfeit,,,unknown,,,,,0,0,0,,,rapid,,,,,36,0,57
AKIba123,RicardOmonstro,1669,1944,1-0,French Defense: Exchange Variation,C01,https://lichess.org/qfu381ry,180+0,Time forfeit,,,unknown,,,,,0,0,0,,,blitz,1993.0,2082.0,,,8254,634,7395
Prometeo93,rodoma2001,1509,1726,1-0,Rat Defense: Antal Defense,B07,https://lichess.org/Cf2Cn1eX,360+8,Normal,,,blitz,,1365.0,,,1362,55,1597,,,puzzle,,,,,2335,135,1869
MarcinJ,urumi,1500,1725,0-1,Scandinavian Defense,B01,https://lichess.org/nrGvtGjp,60+0,Time forfeit,,,blitz,,1334.0,,,5840,320,7050,,,puzzle,1554.0,1773.0,,,3178,205,3403
CarlosMagnussen,Bule,1668,1684,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/BLtudJPS,600+7,Normal,,,bullet,1869.0,1881.0,2018.0,1939.0,10542,860,10642,,,rapid,,,,,1010,50,979
Gophi,pinerd,1522,1668,0-1,Zukertort Opening: Old Indian Attack,A06,https://lichess.org/CPKp6voQ,300+0,Time forfeit,,,blitz,,,,,9908,471,10162,,,blitz,,,,,3398,385,3414
quimico10,SBChess,1675,1626,1-0,Indian Game,A45,https://lichess.org/0fGOPgBo,240+2,Normal,,,blitz,,,,,7696,646,6812,,,puzzle,,,,,1912,59,1632
Taurinchess74,Gorgoroth6766,2122,1864,0-1,Zukertort Opening: Nimzo-Larsen Variation,A04,https://lichess.org/U4mW9VTh,180+0,Time forfeit,,,blitz,,,,,510,39,257,,,unknown,,,,,0,0,0
Meroxa,dosto2von,1505,1371,0-1,Scandinavian Defense,B01,https://lichess.org/87cz8yBO,300+8,Normal,,,puzzle,,1508.0,,,31581,1100,17764,,,blitz,,,,,69,4,89
glandock,Djhunts,1359,1446,0-1,Slav Defense: Geller Gambit,D15,https://lichess.org/HkiCHbfM,300+0,Normal,,,bullet,1933.0,1929.0,1947.0,,6067,330,6235,,,bullet,,,,,4885,260,4227
Onanice,POL-KAZ,1672,1701,1-0,"English Opening: King's English Variation, Reversed Sicilian",A21,https://lichess.org/LS9fo1RF,1200+8,Normal,,,bullet,1755.0,1700.0,1917.0,,3411,191,3307,,,unknown,,,,,0,0,0
JustaJim,xdVictorSousa,1910,1809,0-1,Sicilian Defense: Alapin Variation,B22,https://lichess.org/gMZIylMN,720+3,Normal,,,puzzle,,,,,2321,192,1245,,,puzzle,,,,,126,17,204
melqui,mdgncm,1643,1481,1-0,Van't Kruijs Opening,A00,https://lichess.org/huDsyVQN,120+12,Normal,,,rapid,,1411.0,,,2655,252,3067,,,blitz,,,,,1375,66,1721
McClaine,Nelj,1909,1757,1-0,"King's Gambit Accepted, Bishop's Gambit, Maurian Defense",C33,https://lichess.org/a3K1raqb,900+0,Time forfeit,,,blitz,1627.0,1657.0,,,5733,522,6220,,,unknown,,,,,0,0,0
fernetconcoca,buffyslayer1,1901,1905,0-1,"King's Indian Defense: Normal Variation, King's Knight Variation",E60,https://lichess.org/vHhqpW64,300+0,Normal,,,blitz,2097.0,2096.0,,,568,68,474,,,unknown,,,,,0,0,0
ChloSho,SandStorm_PlaysChess,1951,1347,1-0,"English Opening: Symmetrical Variation, Full Symmetry Line",A38,https://lichess.org/zVvLkStw,1800+10,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,247,58,567
GroneN,Passanante,1851,1930,1/2-1/2,Pirc Defense #2,B07,https://lichess.org/HjsxjRgs,900+10,Normal,,,bullet,2372.0,2057.0,2126.0,2043.0,5890,520,5901,,,puzzle,,,,,430,93,493
Chris_jones,RottenPawn,1324,1573,0-1,Indian Game: West Indian Defense,E61,https://lichess.org/k9hQaiJo,900+5,Time forfeit,,,rapid,,,,,286,15,444,,,blitz,,,,,4734,194,4424
alferedo,Onein144kKings,1768,1526,1-0,Queen's Pawn Game: Colle System,D04,https://lichess.org/WcigMev1,1500+13,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,3380,246,2763
Pollini,iva37,1375,1696,0-1,Caro-Kann Defense: Advance Variation,B12,https://lichess.org/Rc6UYqdj,900+8,Normal,,,puzzle,,,1291.0,,5919,384,8003,,,rapid,,,,,1537,159,752
Deus_Grego,Cauchy-Schwarz2,1582,1727,0-1,Sicilian Defense,B20,https://lichess.org/0X6iAGvH,60+0,Time forfeit,,,bullet,,,,,12482,491,27255,,,bullet,,,,,555,35,730
maroonx,OutOfDaBleu,1622,1613,1-0,Nimzo-Larsen Attack: Modern Variation,A01,https://lichess.org/nRLkipmF,300+0,Normal,,,blitz,,,,,633,16,898,,,blitz,,1734.0,,,12619,952,12595
TBest,Melquiades,2154,1816,1-0,Caro-Kann Defense,B10,https://lichess.org/fYzeX7LL,240+0,Normal,,CM,blitz,2465.0,2467.0,2376.0,,18755,1793,9767,,,bullet,,,,,4462,305,5184
Stavros,sajbot,1738,1987,0-1,Zukertort Opening: Kingside Fianchetto,A04,https://lichess.org/AUWWeZ4R,720+6,Normal,,,rapid,,,,,4708,540,9809,,,unknown,,,,,0,0,0
ahmetrasay,bauerpower,1966,1753,1-0,"King's Gambit, Falkbeer Countergambit, Staunton Line",C31,https://lichess.org/3uVDcw4B,600+0,Normal,,,rapid,,,,,2693,311,2648,,,unknown,,,,,0,0,0
leandroeobr,mramorak013,1607,1674,0-1,Philidor Defense #2,C41,https://lichess.org/i2Egx9Pn,600+0,Normal,,,puzzle,,1689.0,,,2770,214,2508,,,puzzle,,,,,1039,58,728
fascino,jesmar,1924,1883,0-1,Sicilian Defense: Najdorf Variation,B98,https://lichess.org/iEGF8SPd,300+5,Normal,,,blitz,,,,,1834,174,1767,,,blitz,,,,,1816,209,2361
AARONMC,Cyanide13,1146,1657,0-1,King's Pawn Game: King's Head Opening #2,C20,https://lichess.org/rGpEvNuz,600+5,Normal,,,puzzle,2101.0,,,,15941,1051,16035,,,rapid,,,,,54,1,35
ars521,demetrio50,1913,1772,1/2-1/2,Philidor Defense,C41,https://lichess.org/SPDlexXa,900+0,Normal,,,bullet,1775.0,1851.0,,,9918,927,9762,,,unknown,,,,,0,0,0
Sybotes,by3lew,1685,1761,1/2-1/2,Queen's Gambit Accepted,D20,https://lichess.org/macdioUX,900+15,Normal,,,rapid,,1538.0,1785.0,,12486,1172,13265,,,puzzle,,,,,361,30,241
teo77,Macrosphere,1546,1419,1-0,Modern Defense: Three Pawns Attack,B06,https://lichess.org/aXpvpBeq,300+2,Time forfeit,,,rapid,,,,,794,45,943,,,blitz,1461.0,1629.0,,,6435,284,6402
veridik,JohnTempest,1643,1562,0-1,Three Knights Opening,C46,https://lichess.org/xuIkhWYW,180+3,Time forfeit,,,blitz,,,,,14533,1262,10961,,,blitz,,,,,5474,316,6141
babyvooche,alaa12312399,1612,1687,1-0,Bishop's Opening: Berlin Defense,C24,https://lichess.org/TA4GTY2Y,300+3,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,103,7,94
cristian959,kuhreem,1569,1547,1-0,Sicilian Defense: Smith-Morra Gambit,B21,https://lichess.org/65AdoONJ,600+10,Normal,,,blitz,,1424.0,,,3508,339,3559,,,bullet,2239.0,,,,38460,1857,35695
maahcf,dexgod,1784,1725,1-0,English Opening: Anglo-Indian Defense,A15,https://lichess.org/WMUx6323,600+0,Normal,,,blitz,,,,,249,25,308,,,blitz,,,,,991,67,1455
RenanChess,GaloGalarza,1986,1816,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/RS3gQ30j,900+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,1850.0,,1868,388,1916
StonedBruin,setrogmc,1528,1573,1-0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,https://lichess.org/8c1WneYy,1500+0,Normal,,,rapid,,,,,1085,48,622,,,rapid,,,,,162,4,257
martinkovic,rotella55,1507,1698,1-0,French Defense: Horwitz Attack,C00,https://lichess.org/dxDbs3Zn,600+0,Normal,,,rapid,,,,,28,0,48,,,rapid,,,1480.0,,24120,1949,24680
alfredo_s,cantfocus,1591,1678,0-1,Bishop's Opening,C23,https://lichess.org/M7dF3FqD,300+8,Normal,,,rapid,,,,,151,11,388,,,rapid,,,,,1001,50,1015
vanhelden,Eddie10,1662,1305,1-0,Hungarian Opening,A00,https://lichess.org/R07uqxnJ,900+0,Normal,,,blitz,,1626.0,,,3452,159,2669,,,puzzle,,,,,4164,494,6609
DrSergey,vinclwd,1645,1594,1-0,Slav Defense #2,D10,https://lichess.org/Va0IfZtx,60+2,Normal,,,bullet,2086.0,2013.0,2191.0,,16538,1179,15587,,,bullet,1843.0,1949.0,1782.0,,22682,1266,19890
erery34346,Champignon,1510,1883,1-0,Slav Defense #2,D10,https://lichess.org/mhfvv4Fj,180+0,Time forfeit,,,blitz,,,,,5,0,8,,,blitz,,2201.0,,,13893,1134,9772
Olegzavidovskii,Raymonsp,1622,1700,1-0,French Defense: Queen's Knight,C00,https://lichess.org/P3wVEjzv,3600+10,Normal,,,puzzle,,,,,289,19,245,,,puzzle,,,,,911,21,407
