white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination
kidrangpker,JAVITO22,1110,1688,0-1,Alekhine Defense: Scandinavian Variation,B02,https://lichess.org/sxxdeSQu,0+1,Time forfeit
Orko,srsebas,1357,1408,1-0,Italian Game: Two Knights Defense,C55,https://lichess.org/8GwmeCkw,240+0,Normal
Michlean,Supratik,1077,1666,0-1,Four Knights Game: Italian Variation,C50,https://lichess.org/Ivkc8rwG,180+0,Normal
ryowar1,Nejb,1045,1183,0-1,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/gqbC2wbX,300+1,Time forfeit
Ray2015,Igorrr1,1412,1321,1-0,Philidor Defense #2,C41,https://lichess.org/dlACkgvI,420+0,Normal
Matej2610,willilan,1195,1603,0-1,Queen's Pawn Game #2,D00,https://lichess.org/d6v0KR2i,780+3,Normal
apilosov,ixir,1302,1357,0-1,Bishop's Opening,C23,https://lichess.org/bSdbi42y,300+0,Normal
Skanderbeg,jahgui,1347,1275,0-1,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/R8lYhUo2,1200+0,Normal
Jaceguay,esocrates,1263,1496,0-1,Reti Opening #2,A04,https://lichess.org/B3lZNmjZ,180+0,Normal
Stark123,chesssn1992,1182,1577,1/2-1/2,Benoni Defense: Benoni Gambit Accepted,A43,https://lichess.org/rsiOvmDY,600+0,Time forfeit
ravoshm,restriction,1404,1388,0-1,Giuoco Piano,C50,https://lichess.org/RHTtcX7o,900+0,Normal
GoodKnightIrene,Vagabond666,1363,1276,0-1,Queen's Pawn Game #3,D00,https://lichess.org/6dwx2Dl1,480+0,Normal
fascrusher,Al_Saqr,1361,1365,1-0,Queen's Gambit Accepted,D20,https://lichess.org/B5nbwfjK,2400+11,Normal
halastaban,feliz_felis,1571,1119,1-0,"Ruy Lopez: Exchange Variation, Lutikov Variation",C68,https://lichess.org/zO5EnPd4,300+0,Normal
Szymoff,AALVARO17,1322,1339,0-1,Ruy Lopez: Bird Variation,C61,https://lichess.org/IPZ6OOmg,600+10,Normal
rautor,Mr_Shickadance,1483,1201,1-0,French Defense: Steinitz Attack,C00,https://lichess.org/LjOIZS0G,60+2,Normal
kotay,claudinho,1128,1494,0-1,Queen's Pawn Game #3,D00,https://lichess.org/DWg9n3LT,300+0,Normal
Rubenedsky,adammo,1477,1313,1-0,Ruy Lopez,C60,https://lichess.org/WsimaYjm,360+5,Time forfeit
zlewke1,isadoraagapito,1228,1115,0-1,Queen's Pawn,A40,https://lichess.org/mF9YINA6,300+0,Normal
arbez,alcofribas,1121,1500,0-1,Indian Game: Omega Gambit,A45,https://lichess.org/BTcQZXIV,60+0,Time forfeit
nmdjazi,pgarcia,1464,1332,1-0,Queen's Pawn Game #2,D00,https://lichess.org/FmK93xOi,180+0,Normal
Sacred_Chao,ferran_133,1425,1314,0-1,Queen's Pawn Game: Chigorin Variation,D01,https://lichess.org/oziWfJQm,900+0,Normal
erick2409,BrazilianStorm,1304,1432,1-0,Pirc Defense #5,B07,https://lichess.org/nf3kueFl,420+0,Normal
SnowG,tattop9,1288,1332,0-1,Van't Kruijs Opening,A00,https://lichess.org/YiGn4TpF,480+0,Time forfeit
Abuda,manzanera90,1317,1331,0-1,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,https://lichess.org/X8epsUxF,300+3,Normal
MickStalin,ceazon,1230,1243,0-1,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",B00,https://lichess.org/gCB7V440,300+1,Time forfeit
rebbet,Ksmith7548,1156,1401,0-1,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/3jo7lYa4,780+0,Normal
Flippi23,ASELWI,1216,1491,0-1,Scotch Game,C45,https://lichess.org/pX6ti9kZ,1200+0,Normal
Rmx,landowa,1312,1469,0-1,Sicilian Defense,B20,https://lichess.org/dB9xuN4p,900+5,Normal
Awesomemarco2009,alfa20151129,1033,1724,0-1,Pirc Defense #4,B07,https://lichess.org/387up4Kh,60+1,Normal
Ewr,GabiBohemio,1323,996,1-0,Hungarian Opening: Catalan Formation,A00,https://lichess.org/3OUTq0Ph,660+11,Normal
grobb,Zajko2016,1405,1363,0-1,Grob Opening: Grob Gambit Declined,A00,https://lichess.org/hmRhvEFk,60+0,Normal
Pixinga,urci,1358,1367,0-1,Center Game #2,C21,https://lichess.org/tNEbVody,600+0,Time forfeit
othompson93,Berkez,1031,1096,0-1,French Defense: Knight Variation,C00,https://lichess.org/wUOJc3tT,1200+0,Normal
Netsaurus,euler105,1325,1357,1-0,Sicilian Defense,B50,https://lichess.org/e7G6oM5H,60+0,Normal
ILIKEMILK,kira9,1717,1003,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/VSOQ6ExA,180+0,Normal
Heisannhoppsann,MMF100,1286,1265,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/3oA0dmyY,180+2,Normal
zachattack98,newuser1234,1286,1448,0-1,Queen's Pawn Game,D00,https://lichess.org/A09vdhBk,120+0,Time forfeit
nabusimake,SimonJarle,1031,1185,0-1,King's Pawn Game: Mengarini's Opening,C20,https://lichess.org/IvUxFFuO,600+0,Normal
Ares246,alexpower2000,1194,1299,0-1,King's Pawn Game: Damiano Defense,C40,https://lichess.org/yD9AtRFT,600+10,Time forfeit
fantasmadecarretera,Ertequera,1359,1382,1-0,King's Pawn Game: King's Head Opening #2,C20,https://lichess.org/3SKqYxWN,600+0,Time forfeit
Darthjavi,ruebezahl,1109,1668,0-1,"Englund Gambit Declined, Reversed French",A40,https://lichess.org/4k5oeAJU,300+8,Normal
naveedh,Schwert,1317,1424,0-1,Center Game,C21,https://lichess.org/Vllosgsy,300+0,Normal
chcalibre,darwinwin,1419,1139,1-0,Queen's Gambit Accepted,D20,https://lichess.org/hBZ2X6Y8,420+25,Normal
jcollett,spacejesus,1132,1020,1-0,"Philidor Defense: Nimzowitsch Variation, Klein Variation",C41,https://lichess.org/w6LxMH3q,300+0,Time forfeit
Matteo11,donald_j_trump,1325,1115,0-1,Rat Defense: Balogh Defense,B07,https://lichess.org/AAR7LsxI,2400+2,Normal
jairojairojairo,OmegaWeapon,1500,1256,1-0,Indian Game: Budapest Defense,A51,https://lichess.org/N6stEnsI,-,Normal
ajb1981,Stanislav_G,1161,1128,1-0,Scandinavian Defense,B01,https://lichess.org/bsxyyL7e,300+0,Normal
do5pmb,blow77,1007,1491,0-1,Queen's Pawn Game: Krause Variation,D02,https://lichess.org/MqzimcCF,600+0,Normal
YoungOz,eg973,1157,1216,0-1,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/eygT7Q9t,300+0,Normal
tonyvaccarella,freedombanker,1238,1534,0-1,Sicilian Defense: French Variation,B40,https://lichess.org/qLoEWVB4,420+1,Normal
diezdu,avalon11,1084,846,1-0,Zukertort Opening: Queenside Fianchetto Variation,A04,https://lichess.org/oHinFCdr,10800+2,Normal
PatriarchAscends,bigmurphx,1465,1310,1-0,French Defense: Knight Variation,C00,https://lichess.org/irLbhUNl,600+5,Time forfeit
asterij,alexjwalker,1204,1326,0-1,King's Pawn Game: Tortoise Opening,C20,https://lichess.org/bDECJvbd,1200+0,Normal
mabdalvand,toofan2000,1243,1541,0-1,Three Knights Opening,C46,https://lichess.org/GyxjfTCQ,600+0,Time forfeit
julesder,tram213,1351,1144,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/dLkxuxlJ,300+0,Normal
oszillation,Entakent,1381,1126,1-0,King's Knight Opening,C40,https://lichess.org/Zn9efYYF,600+5,Normal
Rafhael,elsewhere,1408,1352,1-0,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/M2urCZg4,480+3,Normal
Tolonjanahary,jonicjs,1322,887,1-0,Queen's Pawn,A40,https://lichess.org/DWbrGSg0,420+0,Normal
Tufir,Nestoras,1249,1271,1-0,Modern Defense: Norwegian Defense,B06,https://lichess.org/3Yij984b,1200+10,Normal
aje21,nakamura2,1541,1232,1-0,"Italian Game: Two Knights Defense, Fried Liver Attack",C57,https://lichess.org/iauMEwau,300+0,Time forfeit
nwap,FaithlessValor,1273,1343,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/gBAo0fCS,300+8,Normal
circularvortexe2,Mo-Green,1244,1369,0-1,Pirc Defense #4,B07,https://lichess.org/EpUGlnUh,90+2,Normal
Pollini,JohnUA,1285,1430,0-1,Russian Game: Three Knights Game,C42,https://lichess.org/Hvz938rz,60+8,Time forfeit
cienias2,bbbking,1316,1483,0-1,Sicilian Defense,B20,https://lichess.org/jT9UlFNq,60+8,Normal
najibwkh,fadedshades,1153,1380,0-1,Nimzowitsch Defense,B00,https://lichess.org/sIFos1Bx,300+0,Normal
atamacas,Seijuro,1208,1588,1-0,Queen's Gambit Refused: Chigorin Defense,D07,https://lichess.org/FRcc9BbA,30+3,Normal
basilis,NightEagle,1153,1379,1/2-1/2,Caro-Kann Defense,B10,https://lichess.org/HpHV0yY1,900+10,Normal
BRonca1234,hosamosapien,1115,1440,0-1,Mikenas Defense,A40,https://lichess.org/vfzRVqSV,900+4,Normal
kingmey,goobriel,1328,1410,1-0,Nimzo-Larsen Attack: Classical Variation,A01,https://lichess.org/3TYkVy84,300+2,Time forfeit
ivanuz,Emily90,1389,1374,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/xTJcztzH,600+1,Time forfeit
Ilnurg77,s1609m,1391,1399,1-0,Center Game: Normal Variation,C22,https://lichess.org/ZlZ9iBrZ,900+0,Normal
asdpikas,kerimcin,1482,1308,0-1,Center Game #2,C21,https://lichess.org/q6tZVGUp,180+3,Normal
Jecmiste,arcivolimiju,1532,1149,1-0,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",B00,https://lichess.org/fVO0DG2T,300+8,Time forfeit
Abordage,marcussegedin,1382,1317,1-0,"Ruy Lopez: Morphy Defense, Caro Variation",C70,https://lichess.org/JBeCblVH,300+0,Normal
Mr73,LuanCxt,1260,1318,1-0,Hungarian Opening,A00,https://lichess.org/hpaOUllG,300+0,Time forfeit
Zhengan_Chen,eduardocc82,1302,1261,0-1,Zukertort Opening: Pirc Invitation,A04,https://lichess.org/iUfEFWJ1,180+3,Normal
Giulio76,TheNovice,1372,990,1-0,Philidor Defense #3,C41,https://lichess.org/ilTQQeDb,90+2,Normal
YlliB,mies,1221,1578,0-1,Grob Opening: Grob Gambit,A00,https://lichess.org/ke1dEUur,1200+5,Normal
DuChesse,Apostrophe,1350,1336,0-1,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/cWKNm9bC,420+5,Normal
ChessLearningPro,MatiasCuevasGabriel,1266,1402,0-1,Modern Defense,A41,https://lichess.org/FJAZ8vMl,60+4,Normal
tobiasen,Chris_jones,1516,1262,1-0,Hungarian Opening,A00,https://lichess.org/cKx6w1t8,60+0,Time forfeit
ender19942,backstage,1475,1172,0-1,Scandinavian Defense,B01,https://lichess.org/PW9xqOeC,600+0,Normal
xiyin,polodos,1208,1411,0-1,King's Pawn Game: Damiano Defense,C40,https://lichess.org/pE9PzE2w,300+0,Time forfeit
eop,wagnerbarreiro,1492,1082,1-0,"Italian Game: Giuoco Pianissimo, Normal",C50,https://lichess.org/7y6pOgT0,360+0,Normal
EXRD,blampert18,1441,1223,1-0,King's Indian Attack,A07,https://lichess.org/AVBSwfXp,300+0,Time forfeit
duraley,Yeasts,1264,1246,1-0,Scandinavian Defense,B01,https://lichess.org/kciSdcT5,900+5,Time forfeit
buddycheck,jackyjack27,1442,1297,1-0,"English Opening: King's English Variation, Reversed Sicilian",A21,https://lichess.org/Z9LGq9uN,180+0,Normal
NoPerfection,Thor401025,1091,1707,0-1,Sicilian Defense,B20,https://lichess.org/FnePbZLD,1800+0,Time forfeit
Taronar,Anguskhan,1152,1393,0-1,Zukertort Opening: Queenside Fianchetto Variation,A04,https://lichess.org/78EaSwWE,300+0,Normal
gustavo1980,Yugoo,983,1467,0-1,Queen's Pawn,A41,https://lichess.org/wMoYcDcE,600+0,Normal
Spaceoil,NotSoberAcct,1203,1488,0-1,King's Pawn Game: Dresden Opening,C44,https://lichess.org/E4vXP51K,540+15,Normal
BrownCat,GetDoe,1241,1413,0-1,Van't Kruijs Opening,A00,https://lichess.org/jYFZb6a0,600+2,Time forfeit
UniverseWanderer,virus0228,1123,1469,0-1,Sicilian Defense,B50,https://lichess.org/G5veUWST,300+0,Normal
beppaun,penach0,1259,1365,0-1,Polish Opening: Bugayev Attack,A00,https://lichess.org/65FEMDT4,600+5,Normal
BAKARGI,eflack94,1430,1159,1-0,Queen's Gambit Accepted: Deferred Variation,D25,https://lichess.org/wTqrg0Qp,600+10,Normal
dupinozka,xanurik,1326,1469,1-0,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/XZvq44bH,60+2,Normal
oscarpr93,pawnupnusa,1215,1383,0-1,French Defense: Normal Variation,C00,https://lichess.org/a2pfbZka,240+3,Normal
kb12713,dikisd,1486,1266,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/IzdxL6tt,600+8,Normal
PoorPawn,DrGutty,1279,1425,0-1,Sicilian Defense: Kramnik Variation,B40,https://lichess.org/nrkaWAu4,300+3,Normal
Sasa123,panmitko,1269,1352,0-1,Four Knights Game,C46,https://lichess.org/RTq2jZxU,300+8,Time forfeit
thecastronaut,toquim,1464,1218,1-0,Philidor Defense #3,C41,https://lichess.org/TkC5OWsW,900+10,Normal
sillywu60,jfinfantes,1402,1387,1-0,King's Pawn Game: McConnell Defense,C40,https://lichess.org/YnHeDbBW,60+0,Time forfeit
miasma,kamplus,1310,1357,0-1,French Defense: Advance Variation #3,C02,https://lichess.org/jMS9rxuJ,600+0,Time forfeit
Bassterno,BobbyFischer489,1568,1059,1-0,Alekhine Defense: Maroczy Variation,B02,https://lichess.org/G4BS1ZBg,600+0,Time forfeit
spliffetti89,alis888,1112,1080,1-0,Queen's Pawn Game #2,D00,https://lichess.org/6HcS8WZA,300+0,Time forfeit
GenMaDev,KingBlunderVII,1349,1385,1-0,Zukertort Opening: Black Mustang Defense,A04,https://lichess.org/nbJ6ZIAi,180+2,Normal
kvravi77,secondterm,1351,1371,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/oZBUujUm,300+7,Time forfeit
purpleplis,kinayuN,1234,1396,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/Zl1GPNo0,900+1,Normal
jbern34,reza-m,1193,1126,1-0,King's Gambit,C30,https://lichess.org/Ug1NAjMd,60+0,Normal
barbidur,something1,1557,1205,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/zzYL7ERR,1200+0,Normal
Sedat94,Demian7x,1521,1259,1-0,Hungarian Opening,A00,https://lichess.org/xcOlDfxj,1800+1,Normal
Mems_,TheLorax,1391,1374,1-0,Queen's Pawn Game,D00,https://lichess.org/tMEpea35,120+0,Time forfeit
Alastsn,R2184,1199,1462,1-0,Queen's Pawn Game: Symmetrical Variation,D02,https://lichess.org/ghgE5pcM,900+8,Normal
yonar,DrRob,1303,1401,0-1,English Opening: The Whale,C20,https://lichess.org/nc9wifsf,300+12,Normal
tiyes,Player_2,1331,1333,1-0,Van't Kruijs Opening,A00,https://lichess.org/Fjo7u3Bq,300+0,Time forfeit
MIGUELCAD,oldsport,1312,1133,1-0,Bishop's Opening,C23,https://lichess.org/vLJ0CEsE,300+3,Normal
personaljesus,leonsaibot,1441,1302,0-1,Hungarian Opening: Catalan Formation,A00,https://lichess.org/wBzlDb55,180+2,Time forfeit
AveSizaR,anbego,1379,1414,1-0,Old Benoni Defense,A43,https://lichess.org/qBcbPFlm,120+1,Normal
northeast,AnimalTk,1286,1279,0-1,Hungarian Opening,A00,https://lichess.org/QtSJkKYJ,120+0,Normal
magnuskasparov,Detofol1,1436,1363,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/bbJpINEX,360+0,Normal
shiro94,Braeden_Hart,1489,1247,0-1,Philidor Defense #2,C41,https://lichess.org/3YAgr6ZK,30+0,Time forfeit
oldcodger99,bubblegum164,1325,1311,1-0,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/NTGfuoAG,900+5,Normal
enrirodvilla,Rhuanmaster,1462,1255,1/2-1/2,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/jC3nkeUr,720+0,Normal
yyavuz,gafei,1304,1137,0-1,Zukertort Opening: Pirc Invitation,A04,https://lichess.org/kRp9wglL,600+2,Normal
Qosmoz,sev-wins,1436,1340,1-0,English Opening: The Whale,C20,https://lichess.org/jI21eWeI,-,Time forfeit
tagfish,skeep5,1351,1177,1-0,Queen's Gambit Declined: Modern Variation,D50,https://lichess.org/VpMwrJAh,420+0,Normal
starfishprime,bestnight,1202,1395,0-1,Russian Game: Damiano Variation,C42,https://lichess.org/LUcdzw4Z,240+2,Normal
chycha,onder216,1322,1110,1-0,Van't Kruijs Opening,A00,https://lichess.org/rfISYOJz,120+0,Normal
killerwill,gsamsa,1133,1383,0-1,"French Defense: Advance Variation, Nimzowitsch System",C02,https://lichess.org/zhuDzSBM,300+2,Normal
cannabis420stoner,Kirill74,1326,1367,1-0,Nimzowitsch Defense: Franco-Nimzowitsch Variation,B00,https://lichess.org/7Pq3imMK,300+5,Normal
VinnyBottnik,strilets,1487,1297,1-0,Queen's Gambit Accepted,D20,https://lichess.org/6qlgL4GN,180+0,Time forfeit
TheNding,notmuchtolearn,1353,1375,0-1,Borg Defense,B00,https://lichess.org/ytCWPLBT,300+4,Normal
Moundchargers,Vitaliy72,1242,1500,1-0,Queen's Gambit Refused: Marshall Defense,D06,https://lichess.org/J1idiyHh,-,Time forfeit
piebear,Ajechessi,1360,1372,0-1,Gruenfeld Defense: Three Knights Variation #2,D90,https://lichess.org/RwuVbf40,600+2,Normal
Domi-91,frynoodles,1179,1172,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/gmPpleJy,180+7,Normal
cleitonBR,oussamagmaster,1262,1457,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/Ux3IDPHb,300+0,Normal
ajz43,joserasoler,1241,971,0-1,King's Pawn Game: Damiano Defense,C40,https://lichess.org/C5t0GQ9z,900+0,Time forfeit
nibul0,Spideer,1392,1071,1-0,Sicilian Defense,B20,https://lichess.org/QuwN8pGO,180+3,Time forfeit
smilun,klamydenk,1109,1446,0-1,Nimzowitsch Defense: French Connection,B00,https://lichess.org/UEuLzont,600+0,Normal
THE_NEW_FISCHER,JuanchoChess,1438,1145,1-0,Vienna Game: Falkbeer Variation,C26,https://lichess.org/eJoSH0sp,60+0,Time forfeit
MLMiranda,TheBij,1402,1281,1-0,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/nX2BKHQm,300+8,Normal
TOLOGUECA,burian,1296,1426,0-1,Indian Game,A45,https://lichess.org/F4nwrsfJ,600+5,Normal
mocovi,J0j0,1224,1429,0-1,Queen's Gambit Accepted,D20,https://lichess.org/KwHrcIl4,90+0,Time forfeit
Gesucristo2,Sketch-GSL,1522,1035,1-0,King's Knight Opening,C40,https://lichess.org/AkLDRAPG,900+0,Normal
couakou,scarlo,1322,1410,1-0,Bishop's Opening: Boi Variation,C20,https://lichess.org/5fsamAgf,420+0,Normal
tedancheta,PPenguin,1346,1129,1-0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,https://lichess.org/aoDr14rW,120+1,Normal
kelkelebek,Mirlan,1267,1166,1/2-1/2,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/uAJop6TT,420+0,Time forfeit
quaNGuyen,ireland2,1400,1362,0-1,Scandinavian Defense,B01,https://lichess.org/fkZPN3q9,60+2,Time forfeit
Platinum_Wolf,whoismurilo,1427,1296,1-0,Englund Gambit Complex Declined,A40,https://lichess.org/DXlFpjDU,480+6,Normal
Igrodri,1Cavalodetroia,1156,1549,0-1,Ruy Lopez,C60,https://lichess.org/biCGXCsS,300+3,Normal
scream-checkmate,Liam_Krakowsky,1452,1343,1-0,Saragossa Opening,A00,https://lichess.org/DrgzLRrP,240+8,Normal
gumby103,Krystofer,1415,1301,1-0,Queen's Gambit Accepted: Old Variation,D20,https://lichess.org/88jv75lF,180+2,Normal
Powerlifter86,Antonyms,1494,1173,1-0,Elephant Gambit: Paulsen Countergambit,C40,https://lichess.org/0QhKKnUv,600+5,Normal
Jamelee88,Parmenidesocrates,1055,1145,0-1,Queen's Pawn Game #2,D00,https://lichess.org/coChotZn,900+0,Normal
cutaalex62,victory120,1517,1047,1-0,Four Knights Game: Spanish Variation,C48,https://lichess.org/yC4kseI2,900+0,Normal
oldemanefisherman,conor34,1215,1443,0-1,Sicilian Defense,B20,https://lichess.org/KJ0L9Cap,300+2,Normal
Tyler127,MS75,1144,1383,0-1,Queen's Gambit Accepted: Old Variation,D20,https://lichess.org/lbj9k8h0,1200+10,Time forfeit
zerbereus,isaiefrain,1449,1198,1-0,Pirc Defense #5,B07,https://lichess.org/KSxMVSZQ,600+0,Time forfeit
gil,yabuele,1293,1400,0-1,Italian Game: Giuoco Pianissimo,C50,https://lichess.org/jdt7rGGm,600+0,Normal
trenty,ironniak,1503,1239,1-0,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/BRMpRu0e,300+8,Normal
Dave_Albigaus,memir,1608,1128,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/wChfTKtD,900+0,Normal
Cyanude,yigmaw,1263,1244,1-0,Sicilian Defense: French Variation,B40,https://lichess.org/BaqOwX80,600+0,Normal
wickawack,Erques1,1571,1224,1-0,Bird Opening,A02,https://lichess.org/pdQYNusC,240+0,Normal
Atrain1287,carlosfisher,1401,1283,0-1,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",C57,https://lichess.org/7H52W7mR,60+0,Time forfeit
anisiojunior,Kaniber,1295,1344,0-1,Four Knights Game: Ranken Variation,C48,https://lichess.org/xKxOeCyZ,600+0,Time forfeit
skorp23,JESR,1449,1319,1-0,Scandinavian Defense,B01,https://lichess.org/imrJDWPK,660+0,Normal
faunafink,Mabalico,1425,1321,0-1,Italian Game,C50,https://lichess.org/ErMPHASZ,300+0,Normal
eltonweb,sigfrido77,1404,1236,0-1,Russian Game: Urusov Gambit,C42,https://lichess.org/aakzl9dR,300+0,Normal
lucho_mons,herculesrachengan,1143,1461,0-1,Zukertort Opening: Reversed Mexican Defense,A06,https://lichess.org/xy1NQmLB,600+2,Time forfeit
Gazp,PonyBoyParent,1197,1284,0-1,Philidor Defense #2,C41,https://lichess.org/1few6k8T,1200+10,Normal
Dani016,Asintoto,1234,1415,1-0,"Sicilian Defense: O'Kelly Variation, Normal System, Zagorovsky Line",B28,https://lichess.org/3c6CLCoh,240+3,Normal
husni1987,ensar1299,1246,1497,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/yCLxtzfb,180+5,Normal
nrihe,HartoDeVino,1043,1448,0-1,Queen's Pawn Game #2,D00,https://lichess.org/iqhgOOLv,300+6,Normal
Ewian,chesspastic,1370,1316,0-1,Sicilian Defense: Hyperaccelerated Dragon,B27,https://lichess.org/zRDHVEg6,60+2,Normal
ramonvieira,Gnoke,1363,1355,0-1,Old Benoni Defense,A43,https://lichess.org/GIsnUIi6,600+5,Normal
SandStorm_PlaysChess,zexon,1376,1389,1/2-1/2,Philidor Defense #2,C41,https://lichess.org/kcpjNu5B,600+5,Normal
ButteredPassant,gnu1r,1493,1009,1-0,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/7pzcMQJ2,180+0,Normal
Facadesintheday,Grougrou,1269,1225,1-0,Pirc Defense #4,B07,https://lichess.org/9tJ26Ef5,300+0,Time forfeit
h2gandhi,spfoos,1428,1366,1-0,Benoni Defense: Old Benoni,A43,https://lichess.org/aOXXHahW,300+4,Time forfeit
patnais987,budellera,1183,1386,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/J1504Lh4,480+0,Time forfeit
Pyongyang,Pawn-Destroyer,1041,1175,0-1,Queen's Pawn Game #3,D00,https://lichess.org/9tpi6i22,180+3,Normal
Russia-Tambov,TheY2AProblem,1322,1410,1-0,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/rghknDD2,300+1,Time forfeit
lenient,Chek34,1195,1518,1-0,King's Pawn Game: Damiano Defense,C40,https://lichess.org/qk61njJb,840+8,Time forfeit
Semperfi1,rocketman85,1465,1293,1-0,Sicilian Defense: Alapin Variation,B22,https://lichess.org/OJCyNz8G,600+0,Normal
silvio_pao,GeligumDomine,1435,1344,1-0,"King's Gambit Declined, Keene Defense",C30,https://lichess.org/Jk6CgYnk,600+5,Normal
Dhika01,sudhir61,1188,1212,1-0,Four Knights Game: Italian Variation,C46,https://lichess.org/I6i5vSvC,180+3,Normal
Valura,Johnny11,1256,1418,1-0,Benoni Defense,A56,https://lichess.org/6qjUJtHX,45+0,Time forfeit
Ismailtal,icemanj,1319,1428,1-0,King's Gambit,C30,https://lichess.org/b2ZIZzYo,900+10,Normal
samfindleypsu,korbac,1042,1131,0-1,Ruy Lopez: Berlin Defense #2,C65,https://lichess.org/Fw6YZTtI,420+8,Normal
PiedPiper,tsurubalka,1289,1424,1-0,King's Pawn Game: McConnell Defense,C40,https://lichess.org/dTF4MJ6u,300+4,Normal
AimanPoP,kllkiller10,1124,1224,1-0,Slav Defense,D10,https://lichess.org/F6bUlAJM,300+8,Normal
gaspper,wjn,1372,1321,0-1,Sicilian Defense,B20,https://lichess.org/sGAdtR3V,300+10,Normal
ruppalapati,susaeta,1347,1387,1/2-1/2,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/pdmGrgpY,300+0,Normal
podge_8,pingu2,1182,1586,1-0,King's Pawn Game: King's Head Opening,C20,https://lichess.org/XiOIoe2z,900+0,Normal
29power,cjmccaffrey,1283,1347,0-1,French Defense: Exchange Variation,C01,https://lichess.org/MYUSoLjI,900+10,Normal
jmwed,loporov,1113,1223,0-1,King's Indian Attack,A07,https://lichess.org/jk9cPU2e,180+1,Normal
maiden88,barosmemedov,1210,1170,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/46PA42Wv,2700+0,Time forfeit
jenstudio973,salvador13062000,1396,1159,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/lFMvKLLu,900+0,Normal
nahm,MrBlack101,1345,1431,1/2-1/2,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/PFawazXb,300+5,Normal
ciembor,bharvey1291,1388,1349,0-1,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/ncHzyxS0,420+15,Normal
Haggard,NewtoChess100111,1797,842,1-0,Sicilian Defense: Alapin Variation,B22,https://lichess.org/5xWAWBb7,300+30,Normal
holisal,amrsameh,1477,1270,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/8FUDvjJv,600+0,Time forfeit
SPARKS9890,jaimedemorayaragon,1359,1260,1-0,Italian Game,C50,https://lichess.org/0NiDHW7U,1800+7,Normal
reredeg,Bigmoney509,1238,1281,1/2-1/2,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/W3hIvj1V,300+0,Normal
tt3r,kerrak,1250,1366,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/QudWYZmq,120+1,Time forfeit
Dragonchess88,djirsas,1323,1339,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/AWxiy2hK,300+0,Normal
MagicSurfer,tarik75,1366,1209,1-0,Horwitz Defense,A40,https://lichess.org/DoOx1Y1F,300+8,Normal
vn-angelo,typeracer,1357,1280,1-0,Bird Opening: Dutch Variation,A03,https://lichess.org/HWLtUjn6,300+4,Normal
