white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination
Dejan62,davicillus,1444,1276,1-0,Philidor Defense,C41,https://lichess.org/KbeDeJeI,120+0,Normal
ababolillo,Abdmansour,1404,1093,1-0,Ruy Lopez,C60,https://lichess.org/vNmfLEI6,480+0,Time forfeit
sheezy,arthurlion,1041,1166,0-1,Bishop's Opening,C23,https://lichess.org/PUwyrlCW,600+0,Normal
rouseguy,Dioksin,1366,1367,1-0,Queen's Gambit Declined: Three Knights Variation,D37,https://lichess.org/WROgOQhq,120+1,Normal
beppe98,arnys,1328,1211,1-0,Italian Game: Scotch Gambit Declined,C55,https://lichess.org/6DQXA07L,600+2,Normal
vachay,steamwr,1259,1173,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/AWrfkkIQ,1800+2,Normal
Lupo,mesquineries,1462,1128,1-0,Alekhine Defense: Scandinavian Variation,B02,https://lichess.org/DxJMheHZ,300+6,Normal
Raenko,Taceamus,1203,1242,0-1,Three Knights Opening,C46,https://lichess.org/qXvJ7LvI,600+0,Time forfeit
casssanth,alarman,1455,1291,1-0,King's Pawn Game: McConnell Defense,C40,https://lichess.org/kTUmCyMS,1200+0,Time forfeit
alemdarr,Tse_Kely,1272,1416,0-1,French Defense #2,C00,https://lichess.org/WbS4SBrF,300+4,Normal
fampdelavega,mermer,1210,1242,0-1,Van't Kruijs Opening,A00,https://lichess.org/pYaTQrrT,300+0,Normal
hafiz-genceli,alvaromac,1292,1344,0-1,French Defense: Advance Variation #3,C02,https://lichess.org/FtWjgnwr,240+0,Normal
KnightStuff,Gilbertotadashi,1383,1316,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/LCVcsZYM,300+0,Normal
Kolbet,Djoleux,1360,1438,0-1,Zukertort Opening: Basman Defense,A04,https://lichess.org/6BUBqllw,600+6,Normal
navidaren,NotAshley,1393,1267,1-0,Four Knights Game: Scotch Variation,C47,https://lichess.org/KKa10yUE,900+3,Normal
lesflans2000,King_Samuel,1506,1146,1-0,"Ruy Lopez: Exchange Variation, Lutikov Variation",C68,https://lichess.org/sQMKJM5Z,300+0,Normal
leonora,finkeneshtain,1566,1222,1-0,Slav Defense: Quiet Variation,D11,https://lichess.org/eV0TSFlp,300+3,Time forfeit
fedebello9999,kioto,1272,1462,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/5ImBrQER,1200+0,Normal
albertosj1,parvaz1214,985,1311,1/2-1/2,Queen's Pawn Game: Krause Variation,D02,https://lichess.org/wOWAjU2p,300+0,Normal
abacaba,necke,1572,1135,1-0,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/hLphdlFT,120+0,Time forfeit
larson,official_006,1257,1355,0-1,Sicilian Defense,B50,https://lichess.org/1MHzb8Ia,300+0,Normal
mauro1998,giosav,1313,1226,0-1,French Defense: Advance Variation #3,C02,https://lichess.org/SDRNfPVC,1800+0,Normal
Karnaukhova,aayush994,1472,1267,0-1,Philidor Defense #2,C41,https://lichess.org/SEQUxMwU,300+0,Time forfeit
dusanrondo88,sigtm,1255,1382,1-0,Sicilian Defense: Old Sicilian,B30,https://lichess.org/arflUNh7,300+0,Normal
hispanaves,ChristianFilippov,1423,1269,1-0,Elephant Gambit,C40,https://lichess.org/QcxOZWUK,60+0,Normal
vignesha,hunterxxx,1364,1413,1-0,French Defense: Normal Variation,C00,https://lichess.org/iMvh4pJa,420+0,Normal
Musukas,ulflyder,1024,1036,1-0,Horwitz Defense,A40,https://lichess.org/hVHep3HD,1200+0,Normal
stane,rohab,1314,1321,1-0,Hungarian Opening,A00,https://lichess.org/d5AjOJwx,300+0,Time forfeit
NickimiFerihaKoydum,ronald40,1360,1379,0-1,Rat Defense: Small Center Defense,C00,https://lichess.org/8QsKY1jP,240+3,Normal
PRZ18,patik21,1325,1422,0-1,Queen's Pawn Game: Steinitz Countergambit,D00,https://lichess.org/AAcPiAbr,900+8,Normal
