white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination,white_country,white_title,white_preferred_game,white_peak_bullet,white_peak_blitz,white_peak_rapid,white_peak_classical,white_total_wins,white_total_draws,white_total_losses,black_country,black_title,black_preferred_game,black_peak_bullet,black_peak_blitz,black_peak_rapid,black_peak_classical,black_total_wins,black_total_draws,black_total_losses
oszillation,Entakent,1381,1126,1-0,King's Knight Opening,C40,https://lichess.org/Zn9efYYF,600+5,Normal,,,rapid,,,,,727,79,830,,,puzzle,,,,,41,8,61
Rafhael,elsewhere,1408,1352,1-0,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/M2urCZg4,480+3,Normal,,,blitz,,1210.0,,,2803,183,3011,,,puzzle,,,,,233,24,677
Tolonjanahary,jonicjs,1322,887,1-0,Queen's Pawn,A40,https://lichess.org/DWbrGSg0,420+0,Normal,,,blitz,,,,,2123,76,1836,,,blitz,,,,,47,0,349
Tufir,Nestoras,1249,1271,1-0,Modern Defense: Norwegian Defense,B06,https://lichess.org/3Yij984b,1200+10,Normal,,,classical,,708.0,1283.0,,2213,292,2974,,,puzzle,,,,,32,0,97
aje21,nakamura2,1541,1232,1-0,"Italian Game: Two Knights Defense, Fried Liver Attack",C57,https://lichess.org/iauMEwau,300+0,Time forfeit,,,puzzle,1901.0,1943.0,,,12826,900,10976,,,blitz,,,,,537,78,1687
nwap,FaithlessValor,1273,1343,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/gBAo0fCS,300+8,Normal,,,puzzle,,,,,194,4,433,,,bullet,1399.0,,,,5770,275,5624
circularvortexe2,Mo-Green,1244,1369,0-1,Pirc Defense #4,B07,https://lichess.org/EpUGlnUh,90+2,Normal,,,unknown,,,,,0,0,0,,,bullet,,,,,5108,129,4884
Pollini,JohnUA,1285,1430,0-1,Russian Game: Three Knights Game,C42,https://lichess.org/Hvz938rz,60+8,Time forfeit,,,puzzle,,,1291.0,,5919,384,8003,,,blitz,,,,,2363,188,4391
cienias2,bbbking,1316,1483,0-1,Sicilian Defense,B20,https://lichess.org/jT9UlFNq,60+8,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
najibwkh,fadedshades,1153,1380,0-1,Nimzowitsch Defense,B00,https://lichess.org/sIFos1Bx,300+0,Normal,,,blitz,,,,,1081,122,1811,,,bullet,,,,,546,42,1101
atamacas,Seijuro,1208,1588,1-0,Queen's Gambit Refused: Chigorin Defense,D07,https://lichess.org/FRcc9BbA,30+3,Normal,,,blitz,1707.0,1795.0,,,9860,840,10575,,,unknown,,,,,0,0,0
basilis,NightEagle,1153,1379,1/2-1/2,Caro-Kann Defense,B10,https://lichess.org/HpHV0yY1,900+10,Normal,,,unknown,,,,,0,0,0,,,blitz,,1526.0,,,10068,1356,11744
BRonca1234,hosamosapien,1115,1440,0-1,Mikenas Defense,A40,https://lichess.org/vfzRVqSV,900+4,Normal,,,puzzle,,,,,535,61,1691,,,puzzle,,,,,265,25,263
kingmey,goobriel,1328,1410,1-0,Nimzo-Larsen Attack: Classical Variation,A01,https://lichess.org/3TYkVy84,300+2,Time forfeit,,,puzzle,,,1450.0,,2129,103,3426,,,puzzle,,,,,236,20,175
ivanuz,Emily90,1389,1374,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/xTJcztzH,600+1,Time forfeit,,,rapid,,,,,162,19,177,,,rapid,,,,,4176,151,4930
Ilnurg77,s1609m,1391,1399,1-0,Center Game: Normal Variation,C22,https://lichess.org/ZlZ9iBrZ,900+0,Normal,,,blitz,,,,,538,74,649,,,rapid,,1727.0,,,5080,508,8808
asdpikas,kerimcin,1482,1308,0-1,Center Game #2,C21,https://lichess.org/q6tZVGUp,180+3,Normal,,,puzzle,,,,,122,7,110,,,blitz,,,,,7,1,26
Jecmiste,arcivolimiju,1532,1149,1-0,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",B00,https://lichess.org/fVO0DG2T,300+8,Time forfeit,,,rapid,,,,,1048,69,1398,,,puzzle,,,,,6,0,35
Abordage,marcussegedin,1382,1317,1-0,"Ruy Lopez: Morphy Defense, Caro Variation",C70,https://lichess.org/JBeCblVH,300+0,Normal,,,blitz,,1655.0,,,5394,600,7198,,,unknown,,,,,0,0,0
Mr73,LuanCxt,1260,1318,1-0,Hungarian Opening,A00,https://lichess.org/hpaOUllG,300+0,Time forfeit,,,blitz,,,,,1112,128,1028,,,unknown,,,,,0,0,0
Zhengan_Chen,eduardocc82,1302,1261,0-1,Zukertort Opening: Pirc Invitation,A04,https://lichess.org/iUfEFWJ1,180+3,Normal,,,blitz,,,,,1178,113,1229,,,unknown,,,,,0,0,0
Giulio76,TheNovice,1372,990,1-0,Philidor Defense #3,C41,https://lichess.org/ilTQQeDb,90+2,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,46,2,100
YlliB,mies,1221,1578,0-1,Grob Opening: Grob Gambit,A00,https://lichess.org/ke1dEUur,1200+5,Normal,,,rapid,,1569.0,,,3171,218,3549,,,classical,,,,,324,12,281
DuChesse,Apostrophe,1350,1336,0-1,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/cWKNm9bC,420+5,Normal,,,rapid,,,,,1010,85,1178,,,blitz,,1043.0,1229.0,,6476,353,7094
ChessLearningPro,MatiasCuevasGabriel,1266,1402,0-1,Modern Defense,A41,https://lichess.org/FJAZ8vMl,60+4,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,2768,224,3307
tobiasen,Chris_jones,1516,1262,1-0,Hungarian Opening,A00,https://lichess.org/cKx6w1t8,60+0,Time forfeit,,,unknown,,,,,0,0,0,,,rapid,,,,,286,15,444
ender19942,backstage,1475,1172,0-1,Scandinavian Defense,B01,https://lichess.org/PW9xqOeC,600+0,Normal,,,rapid,,,,,575,23,447,,,rapid,,,,,52,6,112
xiyin,polodos,1208,1411,0-1,King's Pawn Game: Damiano Defense,C40,https://lichess.org/pE9PzE2w,300+0,Time forfeit,,,unknown,,,,,0,0,0,,,bullet,1446.0,,,,20845,1416,18469
eop,wagnerbarreiro,1492,1082,1-0,"Italian Game: Giuoco Pianissimo, Normal",C50,https://lichess.org/7y6pOgT0,360+0,Normal,,,blitz,,1602.0,,,12688,791,15760,,,unknown,,,,,0,0,0
EXRD,blampert18,1441,1223,1-0,King's Indian Attack,A07,https://lichess.org/AVBSwfXp,300+0,Time forfeit,,,blitz,1449.0,1584.0,,,3471,191,3490,,,puzzle,,,,,44,3,122
duraley,Yeasts,1264,1246,1-0,Scandinavian Defense,B01,https://lichess.org/kciSdcT5,900+5,Time forfeit,,,rapid,,,,,97,10,95,,,bullet,,,,,4204,100,4452
buddycheck,jackyjack27,1442,1297,1-0,"English Opening: King's English Variation, Reversed Sicilian",A21,https://lichess.org/Z9LGq9uN,180+0,Normal,,,unknown,,,,,0,0,0,,,blitz,1192.0,984.0,,,1386,60,4086
NoPerfection,Thor401025,1091,1707,0-1,Sicilian Defense,B20,https://lichess.org/FnePbZLD,1800+0,Time forfeit,,,puzzle,,,,,0,0,22,,,classical,,,,,7671,423,4153
Taronar,Anguskhan,1152,1393,0-1,Zukertort Opening: Queenside Fianchetto Variation,A04,https://lichess.org/78EaSwWE,300+0,Normal,,,blitz,1959.0,1673.0,,,14520,1282,14670,,,blitz,,1416.0,,,3579,199,4230
gustavo1980,Yugoo,983,1467,0-1,Queen's Pawn,A41,https://lichess.org/wMoYcDcE,600+0,Normal,,,rapid,,,803.0,,1804,179,6414,,,bullet,,,,,2698,134,4440
Spaceoil,NotSoberAcct,1203,1488,0-1,King's Pawn Game: Dresden Opening,C44,https://lichess.org/E4vXP51K,540+15,Normal,,,bullet,1679.0,1611.0,,,7074,289,8005,,,bullet,1841.0,1911.0,,,2192,115,1895
BrownCat,GetDoe,1241,1413,0-1,Van't Kruijs Opening,A00,https://lichess.org/jYFZb6a0,600+2,Time forfeit,,,rapid,,,,,274,21,408,,,rapid,,,,,2285,395,5634
UniverseWanderer,virus0228,1123,1469,0-1,Sicilian Defense,B50,https://lichess.org/G5veUWST,300+0,Normal,,,blitz,,,,,229,24,970,,,blitz,1709.0,1462.0,,,5252,333,5397
beppaun,penach0,1259,1365,0-1,Polish Opening: Bugayev Attack,A00,https://lichess.org/65FEMDT4,600+5,Normal,,,blitz,,1231.0,,,13037,901,15477,,,puzzle,,,,,491,22,606
BAKARGI,eflack94,1430,1159,1-0,Queen's Gambit Accepted: Deferred Variation,D25,https://lichess.org/wTqrg0Qp,600+10,Normal,,,rapid,,,,,1125,108,1265,,,rapid,,,,,144,22,408
dupinozka,xanurik,1326,1469,1-0,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/XZvq44bH,60+2,Normal,,,bullet,1399.0,,,,25363,1544,27299,,,unknown,,,,,0,0,0
oscarpr93,pawnupnusa,1215,1383,0-1,French Defense: Normal Variation,C00,https://lichess.org/a2pfbZka,240+3,Normal,,,rapid,,,,,94,6,157,,,blitz,,,,,4434,396,6843
kb12713,dikisd,1486,1266,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/IzdxL6tt,600+8,Normal,,,puzzle,,,,,676,23,395,,,rapid,,,,,33,3,81
PoorPawn,DrGutty,1279,1425,0-1,Sicilian Defense: Kramnik Variation,B40,https://lichess.org/nrkaWAu4,300+3,Normal,,,puzzle,1327.0,1359.0,1495.0,1517.0,4715,230,3756,,,blitz,,1258.0,,,829,48,1005
Sasa123,panmitko,1269,1352,0-1,Four Knights Game,C46,https://lichess.org/RTq2jZxU,300+8,Time forfeit,,,puzzle,,,1600.0,,1767,116,1973,,,blitz,,,,,378,28,641
thecastronaut,toquim,1464,1218,1-0,Philidor Defense #3,C41,https://lichess.org/TkC5OWsW,900+10,Normal,,,rapid,,,765.0,,509,14,590,,,bullet,1202.0,,1345.0,,3356,235,3730
sillywu60,jfinfantes,1402,1387,1-0,King's Pawn Game: McConnell Defense,C40,https://lichess.org/YnHeDbBW,60+0,Time forfeit,,,blitz,,,,,313,25,414,,,bullet,,,,,1287,25,2570
miasma,kamplus,1310,1357,0-1,French Defense: Advance Variation #3,C02,https://lichess.org/jMS9rxuJ,600+0,Time forfeit,,,puzzle,,,,,228,7,484,,,rapid,,,,,914,78,1181
Bassterno,BobbyFischer489,1568,1059,1-0,Alekhine Defense: Maroczy Variation,B02,https://lichess.org/G4BS1ZBg,600+0,Time forfeit,,,rapid,,,,,1028,83,930,,,rapid,,,,,156,10,599
spliffetti89,alis888,1112,1080,1-0,Queen's Pawn Game #2,D00,https://lichess.org/6HcS8WZA,300+0,Time forfeit,,,blitz,,,,,55,3,196,,,puzzle,,,,,3731,160,3522
GenMaDev,KingBlunderVII,1349,1385,1-0,Zukertort Opening: Black Mustang Defense,A04,https://lichess.org/nbJ6ZIAi,180+2,Normal,,,blitz,,1227.0,,,1697,163,2728,,,blitz,,1133.0,,,4936,177,6151
kvravi77,secondterm,1351,1371,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/oZBUujUm,300+7,Time forfeit,,,rapid,,,,,1036,50,2331,,,rapid,,,,,105,8,229
purpleplis,kinayuN,1234,1396,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/Zl1GPNo0,900+1,Normal,,,rapid,,,,,32,7,97,,,unknown,,,,,0,0,0
jbern34,reza-m,1193,1126,1-0,King's Gambit,C30,https://lichess.org/Ug1NAjMd,60+0,Normal,,,bullet,1580.0,1530.0,1643.0,,3627,90,3682,,,bullet,,,,,1624,153,4233
barbidur,something1,1557,1205,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/zzYL7ERR,1200+0,Normal,,,puzzle,,,,,97,14,129,,,unknown,,,,,0,0,0
Sedat94,Demian7x,1521,1259,1-0,Hungarian Opening,A00,https://lichess.org/xcOlDfxj,1800+1,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
Mems_,TheLorax,1391,1374,1-0,Queen's Pawn Game,D00,https://lichess.org/tMEpea35,120+0,Time forfeit,,,bullet,,,,,2622,197,3317,,,puzzle,,,,,3295,241,5318
Alastsn,R2184,1199,1462,1-0,Queen's Pawn Game: Symmetrical Variation,D02,https://lichess.org/ghgE5pcM,900+8,Normal,,,puzzle,,,,,33,7,197,,,rapid,,,,,4677,222,2707
yonar,DrRob,1303,1401,0-1,English Opening: The Whale,C20,https://lichess.org/nc9wifsf,300+12,Normal,,,rapid,,,,,1178,97,2245,,,puzzle,1421.0,,,,2189,168,2140
tiyes,Player_2,1331,1333,1-0,Van't Kruijs Opening,A00,https://lichess.org/Fjo7u3Bq,300+0,Time forfeit,,,blitz,,,,,1825,137,1922,,,blitz,,1578.0,,,4872,246,5253
MIGUELCAD,oldsport,1312,1133,1-0,Bishop's Opening,C23,https://lichess.org/vLJ0CEsE,300+3,Normal,,,rapid,,,1449.0,,8774,389,10761,,,rapid,,,,,219,35,320
personaljesus,leonsaibot,1441,1302,0-1,Hungarian Opening: Catalan Formation,A00,https://lichess.org/wBzlDb55,180+2,Time forfeit,,,blitz,,,,,810,61,1474,,,blitz,,,,,9218,618,9063
AveSizaR,anbego,1379,1414,1-0,Old Benoni Defense,A43,https://lichess.org/qBcbPFlm,120+1,Normal,,,blitz,,,,,647,87,1185,,,bullet,1308.0,1389.0,,,13354,484,12408
northeast,AnimalTk,1286,1279,0-1,Hungarian Opening,A00,https://lichess.org/QtSJkKYJ,120+0,Normal,,,blitz,,,,,1705,134,2359,,,bullet,1857.0,1815.0,,,12447,725,12382
magnuskasparov,Detofol1,1436,1363,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/bbJpINEX,360+0,Normal,,,blitz,,,,,4566,277,3890,,,blitz,,1199.0,,,4034,832,5773
shiro94,Braeden_Hart,1489,1247,0-1,Philidor Defense #2,C41,https://lichess.org/3YAgr6ZK,30+0,Time forfeit,,,bullet,1792.0,1938.0,,,17185,592,23907,,,blitz,,,,,5815,464,4071
oldcodger99,bubblegum164,1325,1311,1-0,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/NTGfuoAG,900+5,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,32,7,121
enrirodvilla,Rhuanmaster,1462,1255,1/2-1/2,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/jC3nkeUr,720+0,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,17,2,78
yyavuz,gafei,1304,1137,0-1,Zukertort Opening: Pirc Invitation,A04,https://lichess.org/kRp9wglL,600+2,Normal,,,puzzle,,,,,390,30,446,,,unknown,,,,,0,0,0
Qosmoz,sev-wins,1436,1340,1-0,English Opening: The Whale,C20,https://lichess.org/jI21eWeI,-,Time forfeit,,,unknown,,,,,0,0,0,,,blitz,1146.0,1135.0,,,2022,113,2224
tagfish,skeep5,1351,1177,1-0,Queen's Gambit Declined: Modern Variation,D50,https://lichess.org/VpMwrJAh,420+0,Normal,,,blitz,,,,,598,51,551,,,blitz,,,,,405,29,614
starfishprime,bestnight,1202,1395,0-1,Russian Game: Damiano Variation,C42,https://lichess.org/LUcdzw4Z,240+2,Normal,,,blitz,,,,,2300,106,1897,,,blitz,,,,,508,22,424
chycha,onder216,1322,1110,1-0,Van't Kruijs Opening,A00,https://lichess.org/rfISYOJz,120+0,Normal,,,bullet,1245.0,1567.0,1601.0,1560.0,29008,1218,27626,,,blitz,,,,,238,26,655
killerwill,gsamsa,1133,1383,0-1,"French Defense: Advance Variation, Nimzowitsch System",C02,https://lichess.org/zhuDzSBM,300+2,Normal,,,blitz,,,,,891,95,1490,,,puzzle,,,,,852,80,1014
cannabis420stoner,Kirill74,1326,1367,1-0,Nimzowitsch Defense: Franco-Nimzowitsch Variation,B00,https://lichess.org/7Pq3imMK,300+5,Normal,,,blitz,,1104.0,1245.0,,1389,159,1470,,,rapid,,,1001.0,,691,45,1098
VinnyBottnik,strilets,1487,1297,1-0,Queen's Gambit Accepted,D20,https://lichess.org/6qlgL4GN,180+0,Time forfeit,,,blitz,,1553.0,,,609,35,838,,,crazyhouse,,1456.0,,,12864,457,34069
TheNding,notmuchtolearn,1353,1375,0-1,Borg Defense,B00,https://lichess.org/ytCWPLBT,300+4,Normal,,,puzzle,,,,,132,6,154,,,blitz,,,,,837,30,1175
Moundchargers,Vitaliy72,1242,1500,1-0,Queen's Gambit Refused: Marshall Defense,D06,https://lichess.org/J1idiyHh,-,Time forfeit,,,correspondence,,,,,651,40,1843,,,unknown,,,,,0,0,0
piebear,Ajechessi,1360,1372,0-1,Gruenfeld Defense: Three Knights Variation #2,D90,https://lichess.org/RwuVbf40,600+2,Normal,,,rapid,,,973.0,,2199,263,2763,,,blitz,,,,,963,49,1119
Domi-91,frynoodles,1179,1172,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/gmPpleJy,180+7,Normal,,,blitz,,,,,220,24,219,,,rapid,,,,,1973,339,3410
cleitonBR,oussamagmaster,1262,1457,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/Ux3IDPHb,300+0,Normal,,,blitz,,,,,409,36,588,,,unknown,,,,,0,0,0
ajz43,joserasoler,1241,971,0-1,King's Pawn Game: Damiano Defense,C40,https://lichess.org/C5t0GQ9z,900+0,Time forfeit,,,unknown,,,,,0,0,0,,,rapid,,,1810.0,,716,66,762
nibul0,Spideer,1392,1071,1-0,Sicilian Defense,B20,https://lichess.org/QuwN8pGO,180+3,Time forfeit,,,blitz,,1668.0,,,31482,2610,31235,,,rapid,,1056.0,1427.0,,456,34,684
smilun,klamydenk,1109,1446,0-1,Nimzowitsch Defense: French Connection,B00,https://lichess.org/UEuLzont,600+0,Normal,,,puzzle,1353.0,1368.0,1546.0,,538,51,866,,,rapid,,,,,1031,29,856
THE_NEW_FISCHER,JuanchoChess,1438,1145,1-0,Vienna Game: Falkbeer Variation,C26,https://lichess.org/eJoSH0sp,60+0,Time forfeit,,,bullet,,,,,248,6,88,,,unknown,,,,,0,0,0
MLMiranda,TheBij,1402,1281,1-0,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/nX2BKHQm,300+8,Normal,,,blitz,,,,,3256,134,1398,,,unknown,,,,,0,0,0
TOLOGUECA,burian,1296,1426,0-1,Indian Game,A45,https://lichess.org/F4nwrsfJ,600+5,Normal,,,blitz,,,,,1610,192,1932,,,rapid,,,,,253,12,110
mocovi,J0j0,1224,1429,0-1,Queen's Gambit Accepted,D20,https://lichess.org/KwHrcIl4,90+0,Time forfeit,,,blitz,1278.0,1398.0,,,14006,1094,18386,,,bullet,1992.0,,,,14243,2664,14252
Gesucristo2,Sketch-GSL,1522,1035,1-0,King's Knight Opening,C40,https://lichess.org/AkLDRAPG,900+0,Normal,,,rapid,,,,,379,15,192,,,rapid,,,,,26,1,125
couakou,scarlo,1322,1410,1-0,Bishop's Opening: Boi Variation,C20,https://lichess.org/5fsamAgf,420+0,Normal,,,blitz,,,,,1151,53,1092,,,blitz,,,,,2791,94,4513
tedancheta,PPenguin,1346,1129,1-0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,https://lichess.org/aoDr14rW,120+1,Normal,,,bullet,1357.0,1519.0,,,17383,817,13211,,,bullet,1701.0,,,,3413,158,3203
kelkelebek,Mirlan,1267,1166,1/2-1/2,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/uAJop6TT,420+0,Time forfeit,,,blitz,,,,,412,36,506,,,rapid,,,,,3828,338,3441
quaNGuyen,ireland2,1400,1362,0-1,Scandinavian Defense,B01,https://lichess.org/fkZPN3q9,60+2,Time forfeit,,,unknown,,,,,0,0,0,,,bullet,1327.0,,,,27891,1472,30500
Platinum_Wolf,whoismurilo,1427,1296,1-0,Englund Gambit Complex Declined,A40,https://lichess.org/DXlFpjDU,480+6,Normal,,,bullet,,,,,7113,359,11233,,,unknown,,,,,0,0,0
Igrodri,1Cavalodetroia,1156,1549,0-1,Ruy Lopez,C60,https://lichess.org/biCGXCsS,300+3,Normal,,,rapid,,,1163.0,,2100,142,2464,,,blitz,1735.0,1737.0,,,7063,871,7076
scream-checkmate,Liam_Krakowsky,1452,1343,1-0,Saragossa Opening,A00,https://lichess.org/DrgzLRrP,240+8,Normal,,,puzzle,,,,,372,47,722,,,rapid,,,,,3896,336,6268
gumby103,Krystofer,1415,1301,1-0,Queen's Gambit Accepted: Old Variation,D20,https://lichess.org/88jv75lF,180+2,Normal,,,blitz,,1631.0,,,4857,798,5050,,,atomic,,,,,88,5,216
Powerlifter86,Antonyms,1494,1173,1-0,Elephant Gambit: Paulsen Countergambit,C40,https://lichess.org/0QhKKnUv,600+5,Normal,,,blitz,,,,,665,75,929,,,rapid,,,1443.0,,1514,139,2762
Jamelee88,Parmenidesocrates,1055,1145,0-1,Queen's Pawn Game #2,D00,https://lichess.org/coChotZn,900+0,Normal,,,puzzle,,,,,316,17,406,,,puzzle,,,,,453,41,655
cutaalex62,victory120,1517,1047,1-0,Four Knights Game: Spanish Variation,C48,https://lichess.org/yC4kseI2,900+0,Normal,,,puzzle,,1393.0,,,127,3,610,,,puzzle,,,,,5,0,35
oldemanefisherman,conor34,1215,1443,0-1,Sicilian Defense,B20,https://lichess.org/KJ0L9Cap,300+2,Normal,,,blitz,910.0,1290.0,,,1682,109,1697,,,blitz,1303.0,1437.0,1427.0,,24646,1324,12478
Tyler127,MS75,1144,1383,0-1,Queen's Gambit Accepted: Old Variation,D20,https://lichess.org/lbj9k8h0,1200+10,Time forfeit,,,puzzle,,,,,257,41,476,,,classical,,,,,27,4,14
zerbereus,isaiefrain,1449,1198,1-0,Pirc Defense #5,B07,https://lichess.org/KSxMVSZQ,600+0,Time forfeit,,,blitz,,,,,850,42,1140,,,puzzle,,,,,0,0,6
gil,yabuele,1293,1400,0-1,Italian Game: Giuoco Pianissimo,C50,https://lichess.org/jdt7rGGm,600+0,Normal,,,rapid,,,,,8201,1606,19012,,,blitz,,,,,3949,590,4465
trenty,ironniak,1503,1239,1-0,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/BRMpRu0e,300+8,Normal,,,bullet,,,,,6407,462,6902,,,rapid,,,,,234,17,525
Dave_Albigaus,memir,1608,1128,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/wChfTKtD,900+0,Normal,,,rapid,,,,,1925,55,866,,,rapid,,,,,182,31,477
Cyanude,yigmaw,1263,1244,1-0,Sicilian Defense: French Variation,B40,https://lichess.org/BaqOwX80,600+0,Normal,,,puzzle,1360.0,1676.0,1710.0,,1809,137,1711,,,rapid,,,,,289,4,575
wickawack,Erques1,1571,1224,1-0,Bird Opening,A02,https://lichess.org/pdQYNusC,240+0,Normal,,,blitz,,1735.0,,,9195,380,4543,,,blitz,,,,,85,8,223
Atrain1287,carlosfisher,1401,1283,0-1,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",C57,https://lichess.org/7H52W7mR,60+0,Time forfeit,,,puzzle,,,,,24,10,78,,,blitz,,,,,272,14,400
anisiojunior,Kaniber,1295,1344,0-1,Four Knights Game: Ranken Variation,C48,https://lichess.org/xKxOeCyZ,600+0,Time forfeit,,,rapid,,,,,76,11,69,,,unknown,,,,,0,0,0
skorp23,JESR,1449,1319,1-0,Scandinavian Defense,B01,https://lichess.org/imrJDWPK,660+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,516,38,642
faunafink,Mabalico,1425,1321,0-1,Italian Game,C50,https://lichess.org/ErMPHASZ,300+0,Normal,,,bullet,1677.0,,,,26103,574,24808,,,bullet,,,,,4773,315,4910
eltonweb,sigfrido77,1404,1236,0-1,Russian Game: Urusov Gambit,C42,https://lichess.org/aakzl9dR,300+0,Normal,,,puzzle,,,,,7023,235,5730,,,rapid,,1175.0,,,1240,95,1598
lucho_mons,herculesrachengan,1143,1461,0-1,Zukertort Opening: Reversed Mexican Defense,A06,https://lichess.org/xy1NQmLB,600+2,Time forfeit,,,blitz,1188.0,1327.0,,,13592,263,15762,,,rapid,,,,,414,31,665
Gazp,PonyBoyParent,1197,1284,0-1,Philidor Defense #2,C41,https://lichess.org/1few6k8T,1200+10,Normal,,,puzzle,,,,,176,12,170,,,blitz,,1327.0,1498.0,,11857,1090,12094
Dani016,Asintoto,1234,1415,1-0,"Sicilian Defense: O'Kelly Variation, Normal System, Zagorovsky Line",B28,https://lichess.org/3c6CLCoh,240+3,Normal,,,blitz,,1241.0,,,1051,68,1137,,,blitz,1584.0,1444.0,,,3610,199,3714
husni1987,ensar1299,1246,1497,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/yCLxtzfb,180+5,Normal,,,puzzle,,,,,115,6,265,,,blitz,,,,,126,12,274
nrihe,HartoDeVino,1043,1448,0-1,Queen's Pawn Game #2,D00,https://lichess.org/iqhgOOLv,300+6,Normal,,,bullet,,,,,11416,1793,18695,,,bullet,1799.0,1614.0,1806.0,,19631,1023,24536
Ewian,chesspastic,1370,1316,0-1,Sicilian Defense: Hyperaccelerated Dragon,B27,https://lichess.org/zRDHVEg6,60+2,Normal,,,puzzle,,,,,641,36,629,,,bullet,,,,,4200,171,4274
ramonvieira,Gnoke,1363,1355,0-1,Old Benoni Defense,A43,https://lichess.org/GIsnUIi6,600+5,Normal,,,rapid,,,,,17,2,55,,,blitz,1547.0,1627.0,,,4315,257,4422
SandStorm_PlaysChess,zexon,1376,1389,1/2-1/2,Philidor Defense #2,C41,https://lichess.org/kcpjNu5B,600+5,Normal,,,rapid,,,,,247,58,567,,,bullet,1707.0,,,,10511,574,7671
ButteredPassant,gnu1r,1493,1009,1-0,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/7pzcMQJ2,180+0,Normal,,,bullet,,,,,1344,101,1289,,,bullet,,,,,307,28,445
Facadesintheday,Grougrou,1269,1225,1-0,Pirc Defense #4,B07,https://lichess.org/9tJ26Ef5,300+0,Time forfeit,,,puzzle,,,,,1029,128,863,,,rapid,833.0,1033.0,1264.0,,2768,94,3995
h2gandhi,spfoos,1428,1366,1-0,Benoni Defense: Old Benoni,A43,https://lichess.org/aOXXHahW,300+4,Time forfeit,,,bullet,1909.0,1834.0,,,19157,1049,19362,,,puzzle,,,,,179,14,315
patnais987,budellera,1183,1386,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/J1504Lh4,480+0,Time forfeit,,,rapid,,,,,50,5,74,,,blitz,,,,,1208,61,1860
Pyongyang,Pawn-Destroyer,1041,1175,0-1,Queen's Pawn Game #3,D00,https://lichess.org/9tpi6i22,180+3,Normal,,,bullet,,,,,13943,925,9070,,,blitz,1231.0,1432.0,,,17383,1547,20078
Russia-Tambov,TheY2AProblem,1322,1410,1-0,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/rghknDD2,300+1,Time forfeit,,,rapid,,,,,542,56,422,,,unknown,,,,,0,0,0
lenient,Chek34,1195,1518,1-0,King's Pawn Game: Damiano Defense,C40,https://lichess.org/qk61njJb,840+8,Time forfeit,,,puzzle,,,,,60,0,107,,,rapid,,,,,1050,84,1279
Semperfi1,rocketman85,1465,1293,1-0,Sicilian Defense: Alapin Variation,B22,https://lichess.org/OJCyNz8G,600+0,Normal,,,rapid,,,,,1932,92,2479,,,rapid,,,,,92,11,147
silvio_pao,GeligumDomine,1435,1344,1-0,"King's Gambit Declined, Keene Defense",C30,https://lichess.org/Jk6CgYnk,600+5,Normal,,,puzzle,1655.0,,,,5595,458,5624,,,rapid,,,,,1560,90,2349
Dhika01,sudhir61,1188,1212,1-0,Four Knights Game: Italian Variation,C46,https://lichess.org/I6i5vSvC,180+3,Normal,,,blitz,,,,,1700,80,2381,,,puzzle,,,,,366,16,400
