white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination,white_country,white_title,white_preferred_game,white_peak_bullet,white_peak_blitz,white_peak_rapid,white_peak_classical,white_total_wins,white_total_draws,white_total_losses,black_country,black_title,black_preferred_game,black_peak_bullet,black_peak_blitz,black_peak_rapid,black_peak_classical,black_total_wins,black_total_draws,black_total_losses
FigoFagot,seraphzhilyanin,1335,1156,1-0,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/wZ327kUV,600+0,Normal,,,bullet,1611.0,,,,6866,427,6690,,,rapid,,,,,194,26,406
Jorgin023,teejay428,1414,1094,1/2-1/2,Bishop's Opening: Khan Gambit,C23,https://lichess.org/TVoA6bZV,600+0,Normal,,,blitz,,,,,3488,200,4301,,,rapid,,,,,131,7,243
salar2121,Kaslan,1459,1212,1-0,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/UlXZaQpX,600+0,Normal,,,rapid,,,,,359,22,490,,,blitz,,,,,565,28,377
IRANIANGOOD,humbaba,1500,1258,0-1,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/rJp9DzOH,240+0,Time forfeit,,,blitz,,,,,3140,170,1486,,,unknown,,,,,0,0,0
LuisitoChowChow,Jaimit0,1440,1268,1-0,Carr Defense,B00,https://lichess.org/oyr7PAyE,300+0,Time forfeit,,,blitz,,1595.0,,,8950,666,8840,,,unknown,,,,,0,0,0
matze78,youw1n,1160,1040,1-0,Van't Kruijs Opening,A00,https://lichess.org/WseAvn4s,300+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,582,130,1012
Hedgehog86,JimmySS,1242,1354,1-0,Scotch Game,C44,https://lichess.org/516qjx2t,300+6,Time forfeit,,,puzzle,,,,,42,5,48,,,unknown,,,,,0,0,0
alicestaley2,kaug,1313,1337,0-1,Queen's Gambit Declined: Modern Variation,D50,https://lichess.org/P4dbvwZL,900+0,Normal,,,rapid,,,,,55,9,90,,,bullet,,,,,19779,705,16042
omarzezzo,Marccelo,1130,1664,0-1,Indian Game,A45,https://lichess.org/52Enufpn,300+0,Normal,,,puzzle,,,,,383,40,437,,,blitz,,,,,1013,40,1629
KamaelTray,Raidon35,1189,1406,0-1,Ruy Lopez: Classical Variation,C64,https://lichess.org/WwoOBDeS,60+1,Normal,,,puzzle,1175.0,1276.0,1324.0,,1931,161,2773,,,blitz,,1003.0,,,412,17,513
Quitschi1907,braa,1505,1286,1-0,Mikenas Defense,A40,https://lichess.org/JUnP9s5E,60+2,Time forfeit,,,bullet,1544.0,1708.0,,,6453,405,4539,,,bullet,,,,,4457,519,8987
MatteoOileo,DUZHAK123,1305,1461,1-0,Queen's Pawn,A41,https://lichess.org/EKI9yrr3,600+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,1389.0,,,3036,458,3058
RicardoChierici,bigwarlike,1348,1160,0-1,Philidor Defense #2,C41,https://lichess.org/64fDQtfA,1200+8,Normal,,,rapid,,,,,350,31,390,,,rapid,,,,,113,27,267
KageLobsta,Mot1234,1199,1381,1-0,French Defense: Rubinstein Variation,C10,https://lichess.org/h5K3QpQU,420+1,Normal,,,puzzle,,,,,1789,169,4658,,,puzzle,,,,,65,9,90
klemenko87,keccozac,1547,1177,1-0,"Nimzowitsch Defense: Scandinavian Variation, Aachen Gambit",B00,https://lichess.org/bGeQqZZs,600+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,294,40,676
sandy1984,majorant,1358,1341,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/ECGSPR5a,300+2,Time forfeit,,,blitz,,1393.0,,,3582,557,3898,,,bullet,,,,,2811,171,3231
beiranvand,Leichtsinn,1364,1375,1-0,Nimzo-Larsen Attack: Modern Variation #3,A01,https://lichess.org/M3V6lbsS,900+0,Normal,,,rapid,,,,,73,6,123,,,unknown,,,,,0,0,0
ShoxXxer,claudio81car,1103,1069,1-0,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/GUgGUR0a,120+8,Normal,,,blitz,,,,,352,35,496,,,blitz,1016.0,1085.0,,,4653,243,6411
lostscience1,kete,1335,1432,1-0,Horwitz Defense,A40,https://lichess.org/jSj5hO50,300+3,Normal,,,puzzle,,,1540.0,,3459,150,4072,,,blitz,,1036.0,,,1555,119,2443
snookertop1,sdl18,1268,1405,1-0,Sicilian Defense: Staunton-Cochrane Variation,B20,https://lichess.org/FMxE2kRi,720+5,Normal,,,puzzle,,,,,105,29,198,,,rapid,,,,,2490,88,1171
carolinegbv1,gustavemiljensen,1245,1500,1/2-1/2,Kadas Opening,A00,https://lichess.org/alY97Qjb,180+14,Normal,,,puzzle,,,,,7,2,14,,,puzzle,,,,,2,1,6
yvonrefuge,zulhilmi,1394,1277,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/oezREi27,300+6,Normal,,,blitz,1156.0,1198.0,,,3204,292,2866,,,rapid,,,,,34,3,97
rosebr123,sia1423,1460,1332,1-0,Borg Defense: Borg Gambit,A40,https://lichess.org/p15ldXiY,180+5,Time forfeit,,,puzzle,,,,,4,1,5,,,blitz,,,,,7,0,28
mirko59,ded00781,1274,1458,1-0,Mieses Opening,A00,https://lichess.org/9Nk8VtMU,120+0,Normal,,,bullet,,,,,1545,86,1834,,,puzzle,,1561.0,,,19931,704,15422
Legioner91,Reach74,1333,1308,0-1,Russian Game: Damiano Variation,C42,https://lichess.org/FgwWD2Em,300+0,Time forfeit,,,rapid,,1853.0,1871.0,,3045,329,3056,,,rapid,,,,,405,64,517
Guran72,a8---bug---8a,1425,1342,1-0,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/H6djAnGG,300+0,Time forfeit,,,rapid,,,,,13712,2507,19291,,,blitz,,,,,936,60,1143
mouhalhil,goodmorninguncle,1526,1233,1-0,Queen's Gambit Refused: Marshall Defense,D06,https://lichess.org/DrudNTtD,1200+0,Normal,,,classical,,,,,1389,81,1232,,,rapid,,,,,50,1,42
mcrobbie,Djeck,1291,1176,0-1,Queen's Gambit Accepted,D20,https://lichess.org/P9OrcaHe,300+0,Normal,,,blitz,,,,,2484,117,3181,,,puzzle,,,,,1388,70,1654
aki1980,Lerige,1391,1265,1-0,French Defense: Knight Variation,C00,https://lichess.org/3NQieaBU,60+1,Time forfeit,,,bullet,1400.0,1646.0,,,28188,1299,28241,,,puzzle,,,,,2310,253,6801
alphaman,nika47,1233,1454,0-1,Nimzo-Larsen Attack,A01,https://lichess.org/IVtuYboj,300+0,Time forfeit,,,rapid,,,,,677,39,893,,,puzzle,,,,,27,4,116
Bruno_Ferarri,leonidrm,1136,1130,1-0,King's Pawn Game,C20,https://lichess.org/E4fpT6yC,300+0,Time forfeit,,,rapid,,1015.0,1243.0,1358.0,231,35,520,,,blitz,,,,,31,0,44
clemoateng,ilyas_o,1253,1408,0-1,Scandinavian Defense,B01,https://lichess.org/SO44xNgA,420+0,Time forfeit,,,blitz,1416.0,1680.0,1705.0,,8857,747,10474,,,puzzle,,1622.0,,,4188,263,4168
apaxuc85,iestyn,1206,1002,0-1,Nimzowitsch Defense: Kennedy Variation,B00,https://lichess.org/98fkwoQi,300+0,Time forfeit,,,puzzle,,,,,81,8,100,,,puzzle,,,,,61,7,171
AFANDYHUNTUA,polxxxx,1527,979,1-0,King's Pawn Opening: 2.b3,C20,https://lichess.org/ez0NqTvR,600+0,Time forfeit,,,classical,,,,,104,4,98,,,rapid,,,,,456,14,540
hadimotamedi,jvuillamy,1452,1306,1-0,Sicilian Defense: Najdorf Variation,B94,https://lichess.org/UulDJybf,420+0,Normal,,,blitz,,,,,20271,2441,32894,,,unknown,,,,,0,0,0
bopsi80,frpoco,1278,1196,0-1,French Defense: Queen's Knight,C00,https://lichess.org/574Zy7SH,360+6,Normal,,,puzzle,,,,,2671,223,3040,,,rapid,,,,,1018,98,2565
bubblegum99,marset,1402,1173,1-0,French Defense: Knight Variation,C00,https://lichess.org/DAWuz40W,1800+5,Time forfeit,,,puzzle,,,,,2979,348,2759,,,puzzle,,,,,9,0,25
mahyar123,shahriar_1363,1344,1312,0-1,Queen's Pawn Game,D00,https://lichess.org/BvkFQt0L,180+3,Normal,,,unknown,,,,,0,0,0,,,blitz,,1455.0,,,9215,417,9987
wiliberto84,dplusthatshim,1359,1396,0-1,Scandinavian Defense,B01,https://lichess.org/rfXStbJq,600+0,Time forfeit,,,blitz,,,,,0,0,8,,,rapid,,,,,72,7,92
usamams,tompo,1313,1397,0-1,King's Gambit,C30,https://lichess.org/2G2J1HJE,1200+0,Time forfeit,,,bullet,956.0,,,,18222,455,21234,,,unknown,,,,,0,0,0
Grino,coucou40460,1410,1265,1-0,King's Pawn Game: Maroczy Defense,B07,https://lichess.org/BFzB5UAm,0+4,Time forfeit,,,puzzle,,,,,12020,967,9687,,,unknown,,,,,0,0,0
markus1981,mikull,1285,1443,0-1,Queen's Pawn,A40,https://lichess.org/WEslIgNj,300+0,Normal,,,blitz,,,,,295,13,314,,,blitz,,,,,4842,315,6953
AstroKeyro,Pfauenauge,1349,1426,1-0,Sicilian Defense: Open,B32,https://lichess.org/daKxUhCt,180+0,Normal,,,unknown,,,,,0,0,0,,,blitz,1607.0,1544.0,,,4192,350,4404
YN,hossin64,1461,1215,0-1,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/xmttS1mU,600+0,Normal,,,rapid,,,,,259,8,198,,,rapid,,,,,1197,109,1391
rdsteapot,blackintown,1550,1249,1-0,Philidor Defense,C41,https://lichess.org/6HBxcr8J,180+2,Normal,,,puzzle,,,,,1385,58,1348,,,bullet,1645.0,1379.0,,,4837,289,6387
kongrassi,piggysmoking96,1222,1574,0-1,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/Jq7fdKIv,10800+8,Normal,,,puzzle,,,,,7,0,8,,,bullet,,,,,9478,360,5373
Bully10,ketankumargiri,1000,957,1-0,"Englund Gambit Declined, Reversed Alekhine",A40,https://lichess.org/bUwHZKe7,300+0,Normal,,,blitz,,,,,2076,173,2300,,,blitz,,955.0,,,87,8,118
ARTty,bstrx,959,1367,0-1,Queen's Pawn Game: Levitsky Attack,D00,https://lichess.org/GHRwSeEi,300+3,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
dincer,renuszki,1584,1140,1-0,Horwitz Defense,A40,https://lichess.org/viBqtrgY,480+0,Time forfeit,,,blitz,,1213.0,,,4293,537,4868,,,classical,,801.0,1123.0,1348.0,1921,166,4563
vimaire,Bogdan_271051,1052,1543,0-1,Petrov's Defense,C42,https://lichess.org/ZPmuIQSp,420+0,Normal,,,blitz,,1470.0,,,4303,294,4640,,,puzzle,,,,,7972,407,6690
valinick,frnch,1388,1240,1-0,Ruy Lopez: Berlin Defense #2,C65,https://lichess.org/8eT4VJ8j,240+2,Normal,,,blitz,,1617.0,1632.0,,3094,294,4432,,,puzzle,,,,,191,22,490
Rocca1000,murdikuhaku,1273,1336,0-1,Saragossa Opening,A00,https://lichess.org/3lsJd3Qf,600+0,Normal,,,rapid,,,,,609,15,993,,,unknown,,,,,0,0,0
iceFinger,sedeort,1131,1414,0-1,Three Knights Opening,C46,https://lichess.org/bMSzzgFY,1500+0,Time forfeit,,,rapid,,,,,55,11,182,,,rapid,,,1590.0,,12058,1054,10420
Rustem02,Dinar-Ufa-87,1105,1366,0-1,Amazon Attack,D00,https://lichess.org/Q9WkYHSW,1800+0,Normal,,,classical,,,,,16,14,126,,,classical,,,,,77,15,60
hellgirl,superpowerchest,909,1112,0-1,King's Pawn Game,C20,https://lichess.org/jd5Sm1wf,600+0,Normal,,,rapid,,,,,17,2,116,,,rapid,,,,,52,6,97
Diom86,NicholasJK,1433,1360,0-1,Italian Game,C50,https://lichess.org/GVGimBYd,300+2,Normal,,,puzzle,,,,,1195,71,1689,,,blitz,,1225.0,,,12710,1155,13171
adytsa,yoavpb,1292,1466,0-1,Sicilian Defense: Alapin Variation,B22,https://lichess.org/vCOVoH5Q,300+0,Time forfeit,,,unknown,,,,,0,0,0,,,blitz,,,,,495,38,936
xRollbacks,Anrietta,894,977,0-1,English Defense #2,A40,https://lichess.org/jOhUYns7,1800+30,Normal,,,rapid,,,,,264,23,828,,,rapid,,,1150.0,1220.0,6384,390,4176
bewie,sidja,1225,1337,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/oN8xCc7o,420+5,Normal,,,bullet,993.0,,,,6743,233,6639,,,blitz,,,,,1681,135,1884
alexmkh,dantaspg,1277,1369,1-0,Caro-Kann Defense,B11,https://lichess.org/mcmLSHS0,1200+0,Normal,,,rapid,,,,,757,20,1385,,,rapid,,,,,67,9,118
Harzook,lildrummerboy713,1204,1072,1-0,Queen's Pawn Game: Chigorin Variation,D00,https://lichess.org/eDcxF6Wi,300+0,Normal,,,puzzle,,,,,73,8,104,,,blitz,,,,,16,0,33
Aldo13,handifreader,1397,1354,0-1,Queen's Pawn Game: Chigorin Variation,D01,https://lichess.org/Jz1G1PQG,900+0,Normal,,,rapid,,,1679.0,,4661,557,5367,,,bullet,,,,,957,97,1302
jumpingcastle,torelli93,1365,1173,1-0,King's Pawn Game: Damiano Defense,C40,https://lichess.org/yb5dQYF3,900+5,Time forfeit,,,puzzle,,,,,182,9,116,,,rapid,,,,,293,32,226
jeruka9-san,Curefox,830,1513,0-1,Van Geet Opening: Reversed Nimzowitsch,A00,https://lichess.org/EsCwh0XE,600+0,Normal,,,puzzle,,,,,191,31,3530,,,unknown,,,,,0,0,0
w-e-e-d,iq182,1262,1499,0-1,Blackmar-Diemer Gambit,D00,https://lichess.org/2dARqoXV,300+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,3892,324,3439
arf1971,Billai,1531,1265,1-0,Alekhine Defense: John Tracy Gambit,B02,https://lichess.org/XlKi6wbb,240+0,Normal,,,blitz,,,,,6283,263,5754,,,puzzle,,,,,941,37,947
turuncuagasi,Leaskhami,1206,1285,0-1,Queen's Pawn Game: Symmetrical Variation,D02,https://lichess.org/SxII3Bpk,300+0,Normal,,,puzzle,,,,,71,9,96,,,puzzle,,1516.0,,,217,10,236
shad201,Nikodimishe,1435,1278,0-1,Horwitz Defense,A40,https://lichess.org/KOBuXFXZ,600+0,Time forfeit,,,rapid,,,,,886,125,1097,,,puzzle,,,,,165,15,128
tibi26,folsen,1120,1078,0-1,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,https://lichess.org/q19SjLcW,900+8,Normal,,,crazyhouse,1136.0,1177.0,1095.0,,12709,122,20271,,,puzzle,,,,,248,22,277
ROONNOOR,Torres126,1443,1310,1-0,Three Knights Opening #2,C46,https://lichess.org/poltZW71,900+0,Normal,,,puzzle,,,,,585,50,572,,,unknown,,,,,0,0,0
Johnion,kingjaemes,1378,1311,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/zTHg23c5,300+0,Normal,,,unknown,,,,,0,0,0,,,blitz,1046.0,,,,3259,248,4456
lolipopjkee,demanu,1353,1360,0-1,"Italian Game: Giuoco Pianissimo, Canal Variation",C50,https://lichess.org/wTa8jxUE,600+0,Normal,,,puzzle,,,1217.0,,427,64,516,,,rapid,,902.0,987.0,,1682,343,3378
somrjaa,MikKis,1492,1291,1-0,Horwitz Defense,A40,https://lichess.org/XN51AtZz,300+2,Normal,,,puzzle,,,,,1845,135,1595,,,unknown,,,,,0,0,0
lnstant,beg_inner,1409,1168,1-0,Russian Game: Stafford Gambit,C42,https://lichess.org/BbBOTAt3,480+0,Time forfeit,,,rapid,,1129.0,1396.0,,757,43,881,,,unknown,,,,,0,0,0
AdMiRaLL,fhaas,1317,1281,0-1,Philidor Defense,C41,https://lichess.org/FLLfVJH7,540+0,Time forfeit,,,puzzle,,,1401.0,,220,20,290,,,puzzle,,1465.0,,,9541,1385,12182
sshali,imbadgoeasy,1225,1346,1-0,Bishop's Opening: Berlin Defense,C24,https://lichess.org/gU04dh20,600+0,Time forfeit,,,puzzle,,,,,217,22,302,,,blitz,,1499.0,,,1562,80,2009
paluda,Dew343,1355,1303,0-1,Scandinavian Defense,B01,https://lichess.org/hHRfrZf0,600+0,Time forfeit,,,rapid,,,,,145,21,226,,,rapid,,,,,532,40,640
odikz,pietr8,1492,1294,1/2-1/2,Bishop's Opening: Boi Variation,C20,https://lichess.org/SxaaejyZ,600+0,Normal,,,blitz,,,,,9219,450,10276,,,rapid,,,,,860,97,1000
sokol123,rasmusesmor,1327,1145,1-0,Kadas Opening,A00,https://lichess.org/8BJiIg0I,1800+0,Normal,,,rapid,,1192.0,,,1227,120,1579,,,puzzle,,,,,45,6,37
Marcin85,olti,1441,1318,0-1,Pirc Defense #4,B07,https://lichess.org/i5gNXlUx,600+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,286,31,461
Kell1szarnev,jrpspurs,1278,1144,1-0,Modern Defense,A40,https://lichess.org/vPWvdGPQ,1800+0,Time forfeit,,,antichess,,,,,6901,412,6380,,,puzzle,,,,,349,32,1027
dddent,beeeeck,1141,1560,1-0,Scandinavian Defense,B01,https://lichess.org/Mmvrcs4h,180+2,Normal,,,puzzle,,,,,1814,168,2083,,,puzzle,,,,,961,66,553
MIXA057,ameen_atroshy,1335,1357,0-1,Queen's Pawn Game #3,D00,https://lichess.org/YdJbq105,900+0,Normal,,,rapid,,,,,1805,243,2265,,,puzzle,,,,,1838,124,1750
inasanesom,ALEXANDER-,1315,1482,1/2-1/2,Caro-Kann Defense,B10,https://lichess.org/UfnuzL9p,300+0,Time forfeit,,,blitz,,,,,836,45,1139,,,puzzle,,,,,3797,695,3260
tallyone,enocent,1240,1428,0-1,Philidor Defense,C41,https://lichess.org/uuKN7EYj,300+4,Normal,,,puzzle,,,,,217,50,465,,,crazyhouse,,,,,26894,213,31826
kashancity,RuckFengar,996,1075,1-0,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/f9XOp1Xr,300+0,Normal,,,blitz,,,,,668,68,1859,,,puzzle,,,1267.0,,2447,203,2734
asdasddsa,timvdijk1998,1457,1181,0-1,Queen's Pawn Game #2,D00,https://lichess.org/zfQYvQTi,600+0,Time forfeit,,,rapid,,,,,120,3,201,,,puzzle,,,,,183,23,568
anarhist1,Arseniyz,1203,1391,1-0,Van't Kruijs Opening,A00,https://lichess.org/7HWWWQvY,1200+8,Normal,,,classical,,,,,173,22,514,,,rapid,,,,,743,75,1158
Roman81RUS,airbag,1301,1270,0-1,"Indian Game: Anti-Gruenfeld, Advance Variation",E60,https://lichess.org/hzmP8ZrC,900+3,Time forfeit,,,classical,,,,,22,3,54,,,rapid,,,,,105,5,98
czdanne,Blurpy,1299,1436,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/gKUupAYq,180+5,Time forfeit,,,blitz,,1474.0,,,5803,166,6238,,,puzzle,1634.0,1724.0,,,3082,232,3118
KnightlyPawn86,Searlas,1160,1586,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/NBjUMsjc,300+0,Time forfeit,,,bullet,,,,,1685,66,1732,,,unknown,,,,,0,0,0
calmar,Vasya2016,1431,1352,1-0,Philidor Defense #3,C41,https://lichess.org/CN9af8pE,30+2,Normal,,,bullet,1549.0,,,,15416,1045,21760,,,bullet,1769.0,1839.0,,,8030,195,7887
orcio,GioGas,1500,1283,0-1,Saragossa Opening,A00,https://lichess.org/MBcQhhqo,300+0,Normal,,,blitz,,,,,36,6,59,,,blitz,,1065.0,,,5273,933,6209
kikinou,Kira1997,1232,1136,1-0,Philidor Defense #3,C41,https://lichess.org/U8TaaoxG,180+0,Time forfeit,,,puzzle,,,,,358,26,441,,,unknown,,,,,0,0,0
jcsgrx,charliemayne,1357,1398,1-0,St. George Defense,C00,https://lichess.org/aZBJYklC,300+0,Normal,,,blitz,,,,,2484,182,2069,,,bullet,1714.0,1753.0,1831.0,,33033,3952,34429
Idamus,machete3000,1376,1165,0-1,Grob Opening: Grob Gambit Declined,A00,https://lichess.org/CFIDkCtd,900+0,Normal,,,rapid,,,,,1,0,14,,,blitz,,,,,138,27,991
Murlock,FR13NDS,1355,1436,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/mXKWtwHg,600+0,Normal,,,bullet,,,,,467,49,487,,,bullet,,,,,515,12,79
Aydin_Sadinov,julioviz,1391,1276,1-0,Modern Defense,A40,https://lichess.org/sdPGbQOg,600+10,Normal,,,puzzle,1193.0,1655.0,1746.0,,2222,126,2507,,,rapid,,,,,165,9,225
TonikMatveev,Rezident,1437,1294,1-0,English Opening: Agincourt Defense #3,A13,https://lichess.org/Kc2AXq2r,-,Normal,,,puzzle,1649.0,1788.0,,,15036,699,15699,,,unknown,,,,,0,0,0
Neon008,Aicarai,1394,1404,1-0,Hungarian Opening: Slav Formation,A00,https://lichess.org/VpBI259D,300+0,Normal,,,blitz,,,,,365,42,727,,,blitz,,,,,3246,273,2624
lord99,yanai,1359,1423,0-1,French Defense: King's Indian Attack,C00,https://lichess.org/9G0M2FxP,300+2,Time forfeit,,,blitz,,,,,467,61,721,,,unknown,,,,,0,0,0
JosssssH,Hoekse,1191,1573,0-1,Modern Defense,B06,https://lichess.org/HyD4vTOB,1800+15,Normal,,,classical,,,,,75,8,134,,,unknown,,,,,0,0,0
katapi,hidema1,1447,1322,1-0,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/4gvV4B7d,600+5,Normal,,,rapid,,,,,653,75,670,,,puzzle,,,,,193,23,301
renton87,hundlove,1500,1278,1-0,Elephant Gambit,C40,https://lichess.org/bCXwbn1j,300+10,Normal,,,blitz,,,,,798,85,924,,,rapid,,,,,0,0,6
pesten,DRON6,1060,1582,0-1,Philidor Defense: Larsen Variation,C41,https://lichess.org/D4DFflEa,540+0,Time forfeit,,,rapid,,,,,104,11,310,,,rapid,,,,,607,44,421
pantic96,jpmarcus,1409,1378,0-1,Hungarian Opening,A00,https://lichess.org/n5BmaYfm,300+0,Time forfeit,,,blitz,,,,,1391,107,1855,,,blitz,,1459.0,1291.0,,10494,952,10714
Dejan62,davicillus,1444,1276,1-0,Philidor Defense,C41,https://lichess.org/KbeDeJeI,120+0,Normal,,,bullet,,,,,7176,453,7884,,,blitz,,1522.0,,,17692,847,21290
ababolillo,Abdmansour,1404,1093,1-0,Ruy Lopez,C60,https://lichess.org/vNmfLEI6,480+0,Time forfeit,,,blitz,,1419.0,,,16686,1276,16912,,,blitz,,,,,13008,1029,18903
sheezy,arthurlion,1041,1166,0-1,Bishop's Opening,C23,https://lichess.org/PUwyrlCW,600+0,Normal,,,unknown,,,,,0,0,0,,,rapid,1373.0,1507.0,1588.0,,2591,181,2287
rouseguy,Dioksin,1366,1367,1-0,Queen's Gambit Declined: Three Knights Variation,D37,https://lichess.org/WROgOQhq,120+1,Normal,,,bullet,1309.0,1427.0,,,6161,279,6046,,,bullet,1368.0,1586.0,,,5299,446,5313
beppe98,arnys,1328,1211,1-0,Italian Game: Scotch Gambit Declined,C55,https://lichess.org/6DQXA07L,600+2,Normal,,,blitz,1484.0,1467.0,,,2584,149,2759,,,crazyhouse,,,,,827,32,1589
vachay,steamwr,1259,1173,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/AWrfkkIQ,1800+2,Normal,,,puzzle,,,,,94,9,82,,,rapid,,,,,26,6,51
Lupo,mesquineries,1462,1128,1-0,Alekhine Defense: Scandinavian Variation,B02,https://lichess.org/DxJMheHZ,300+6,Normal,,,blitz,,1314.0,,,31604,1288,20468,,,rapid,,,,,46,0,87
Raenko,Taceamus,1203,1242,0-1,Three Knights Opening,C46,https://lichess.org/qXvJ7LvI,600+0,Time forfeit,,,rapid,,,,,1016,66,1096,,,puzzle,,,1434.0,,1168,125,1140
casssanth,alarman,1455,1291,1-0,King's Pawn Game: McConnell Defense,C40,https://lichess.org/kTUmCyMS,1200+0,Time forfeit,,,unknown,,,,,0,0,0,,,rapid,,,,,5,0,7
alemdarr,Tse_Kely,1272,1416,0-1,French Defense #2,C00,https://lichess.org/WbS4SBrF,300+4,Normal,,,blitz,,,,,3773,206,3103,,,puzzle,1207.0,1444.0,,,4788,236,4606
fampdelavega,mermer,1210,1242,0-1,Van't Kruijs Opening,A00,https://lichess.org/pYaTQrrT,300+0,Normal,,,blitz,,,,,832,80,1764,,,blitz,,1018.0,,,1229,67,1768
hafiz-genceli,alvaromac,1292,1344,0-1,French Defense: Advance Variation #3,C02,https://lichess.org/FtWjgnwr,240+0,Normal,,,blitz,,,,,373,38,1334,,,blitz,,,,,121,9,216
KnightStuff,Gilbertotadashi,1383,1316,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/LCVcsZYM,300+0,Normal,,,puzzle,1442.0,,,,2657,96,2525,,,puzzle,,,,,800,75,809
Kolbet,Djoleux,1360,1438,0-1,Zukertort Opening: Basman Defense,A04,https://lichess.org/6BUBqllw,600+6,Normal,,,rapid,,,,,141,24,226,,,rapid,,,1435.0,,605,58,1145
navidaren,NotAshley,1393,1267,1-0,Four Knights Game: Scotch Variation,C47,https://lichess.org/KKa10yUE,900+3,Normal,,,blitz,,1481.0,,,4698,427,5755,,,puzzle,,,,,8,0,28
lesflans2000,King_Samuel,1506,1146,1-0,"Ruy Lopez: Exchange Variation, Lutikov Variation",C68,https://lichess.org/sQMKJM5Z,300+0,Normal,,,blitz,,,,,4043,257,2625,,,puzzle,,,,,41,7,126
leonora,finkeneshtain,1566,1222,1-0,Slav Defense: Quiet Variation,D11,https://lichess.org/eV0TSFlp,300+3,Time forfeit,,,blitz,,,,,6836,648,6634,,,unknown,,,,,0,0,0
fedebello9999,kioto,1272,1462,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/5ImBrQER,1200+0,Normal,,,rapid,,985.0,,,1489,142,1732,,,classical,,,587.0,1086.0,6214,519,6896
albertosj1,parvaz1214,985,1311,1/2-1/2,Queen's Pawn Game: Krause Variation,D02,https://lichess.org/wOWAjU2p,300+0,Normal,,,puzzle,,,,,58,19,185,,,puzzle,,,1745.0,,486,30,709
abacaba,necke,1572,1135,1-0,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/hLphdlFT,120+0,Time forfeit,,,unknown,,,,,0,0,0,,,blitz,,1613.0,,,22606,1258,34761
larson,official_006,1257,1355,0-1,Sicilian Defense,B50,https://lichess.org/1MHzb8Ia,300+0,Normal,,,blitz,,1266.0,,,2933,235,3712,,,blitz,,,,,240,25,395
mauro1998,giosav,1313,1226,0-1,French Defense: Advance Variation #3,C02,https://lichess.org/SDRNfPVC,1800+0,Normal,,,classical,,,,,70,4,91,,,blitz,,,,,8577,514,6506
Karnaukhova,aayush994,1472,1267,0-1,Philidor Defense #2,C41,https://lichess.org/SEQUxMwU,300+0,Time forfeit,,,blitz,,,,,864,94,1371,,,puzzle,,,,,56,2,56
dusanrondo88,sigtm,1255,1382,1-0,Sicilian Defense: Old Sicilian,B30,https://lichess.org/arflUNh7,300+0,Normal,,,blitz,,1427.0,,,1182,139,1938,,,bullet,1692.0,1755.0,,,13406,555,13097
hispanaves,ChristianFilippov,1423,1269,1-0,Elephant Gambit,C40,https://lichess.org/QcxOZWUK,60+0,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,4644,384,7850
vignesha,hunterxxx,1364,1413,1-0,French Defense: Normal Variation,C00,https://lichess.org/iMvh4pJa,420+0,Normal,,,blitz,,1699.0,1571.0,,5326,520,4413,,,rapid,,,,,865,87,1608
Musukas,ulflyder,1024,1036,1-0,Horwitz Defense,A40,https://lichess.org/hVHep3HD,1200+0,Normal,,,puzzle,,,1097.0,,1313,17,757,,,blitz,,875.0,,,15421,2252,15644
stane,rohab,1314,1321,1-0,Hungarian Opening,A00,https://lichess.org/d5AjOJwx,300+0,Time forfeit,,,blitz,,,,,3266,322,12092,,,blitz,,,,,1332,132,1679
